Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
35655,8,3,11,3,N,A,N,B,B,D,12,B,B,15,1,A,B,Y,99,11,N,12,B,2,25,1,15,7,Y,Y,E,2,1
533,1,6,1,1,B,A,N,D,B,D,2,B,B,15,3,A,I,N,12,9,Y,3,A,2,34,1,5,5,Y,N,E,2,1
71901,2,8,21,6,C,K,Y,B,B,F,3,J,B,20,3,W,R,N,72,20,Y,22,A,2,40,1,20,1,Y,N,E,2,1
60576,2,8,21,4,N,H,N,B,B,E,2,I,B,15,1,A,R,N,46,14,N,6,B,2,25,1,20,1,N,N,A,5,1
37399,2,7,18,4,B,H,N,D,B,F,3,H,B,10,1,A,K,N,58,11,Y,2,B,2,37,1,13,7,N,N,A,2,1
92193,5,17,7,4,N,A,N,B,B,D,12,B,B,10,1,A,B,N,47,7,N,9,A,2,34,1,16,1,N,N,B,4,5
60795,2,2,21,1,C,A,N,B,B,D,3,F,B,15,4,A,I,N,57,22,Y,14,B,2,37,1,24,2,Y,N,E,1,3
41706,1,16,2,2,N,A,Y,B,B,D,3,B,B,15,2,A,B,N,43,8,N,5,A,2,34,1,15,3,N,N,A,3,2
51290,1,7,16,4,B,A,N,B,B,D,12,A,B,20,1,A,I,N,54,9,N,9,A,1,37,1,2,3,Y,N,E,2,2
53824,4,4,6,4,N,A,N,B,B,D,3,B,B,20,2,A,B,N,64,8,N,12,A,2,22,1,18,5,Y,N,E,2,4
26721,1,12,6,1,E,A,N,B,B,D,8,L,B,10,1,A,I,N,46,26,N,20,A,1,25,1,15,7,Y,N,D,1,12
50724,1,3,7,5,N,B,N,B,B,D,2,B,A,5,1,A,B,Y,91,10,N,15,A,2,31,1,17,4,Y,Y,E,3,6
38621,1,17,14,1,N,K,Y,B,B,E,8,H,B,15,1,A,L,N,55,9,N,19,A,1,22,1,2,6,Y,N,C,1,11
42713,2,17,6,4,N,A,Y,B,B,D,12,B,B,15,1,A,A,N,63,9,N,5,A,2,31,1,16,4,Y,N,E,4,4
39303,1,2,18,4,C,A,N,B,B,D,7,L,B,20,3,A,B,N,49,12,Y,10,A,1,40,1,23,6,Y,N,E,3,1
21514,1,2,17,2,C,K,N,D,B,E,12,H,B,15,1,A,K,N,46,14,N,14,A,1,40,1,22,4,Y,N,E,2,5
55962,4,5,4,3,B,A,Y,B,B,D,8,B,B,5,1,A,B,Y,77,8,Y,7,A,2,34,1,11,3,Y,Y,E,2,2
12711,2,13,21,5,B,A,N,B,B,D,8,L,B,10,1,H,I,N,41,14,N,6,B,1,40,1,6,4,Y,N,E,1,1
58780,1,19,7,1,W,K,N,B,B,E,12,H,B,10,1,A,M,Y,30,12,N,4,C,2,31,1,17,5,Y,Y,E,2,1
91361,10,5,21,3,C,K,Y,B,B,E,12,J,B,15,1,A,J,N,63,10,Y,12,C,1,25,1,6,3,Y,N,E,1,1
8475,1,15,20,4,W,C,Y,B,B,D,7,L,B,10,3,A,I,N,86,16,Y,18,A,2,37,1,17,4,Y,N,C,2,12
27544,1,2,15,2,C,A,Y,B,B,D,12,B,B,15,1,A,B,N,51,11,N,4,B,2,40,1,23,7,Y,N,E,2,11
55342,1,5,17,4,C,K,N,B,B,E,12,H,B,10,1,A,R,Y,72,8,N,7,A,2,40,1,13,4,Y,Y,E,2,3
31500,2,12,23,3,E,C,N,B,B,D,3,B,B,20,1,A,I,Y,79,24,N,6,A,1,28,1,2,4,N,Y,A,2,3
60398,1,5,7,5,C,A,N,B,A,D,8,D,B,15,3,A,B,N,67,8,N,8,A,2,37,1,1,5,Y,N,E,2,1
48479,1,6,18,2,B,I,Y,B,B,F,3,J,B,10,1,A,K,N,52,10,Y,21,A,1,25,1,23,3,Y,N,E,1,4
100656,1,7,17,2,B,A,Y,B,B,D,12,B,B,20,3,A,I,N,40,7,Y,13,A,2,34,1,2,3,Y,N,E,2,3
5338,4,10,9,2,G,C,Y,B,C,D,8,L,B,20,1,C,B,N,95,13,Y,10,A,2,37,1,15,6,Y,N,D,3,7
61702,1,7,17,6,B,I,Y,B,B,E,12,J,B,10,1,A,R,N,55,8,N,9,A,3,31,1,5,6,Y,N,C,5,1
76603,7,14,4,3,N,K,N,B,B,E,8,H,B,10,1,A,L,N,63,9,N,4,A,1,25,1,21,7,N,N,A,1,3
8167,1,15,23,2,N,K,N,B,B,E,7,J,B,15,1,A,K,N,18,20,N,7,A,2,34,1,3,1,Y,N,C,5,2
3649,1,4,5,4,N,K,N,B,B,E,8,H,B,10,3,A,K,N,45,9,Y,21,A,2,34,1,22,3,Y,N,E,2,4
96609,10,2,19,1,N,A,N,B,B,D,8,B,B,15,2,A,B,N,44,11,Y,8,B,2,40,1,22,4,Y,N,E,1,1
64111,2,6,14,4,B,A,N,B,B,D,12,B,B,10,3,A,B,N,59,9,Y,9,A,2,31,1,18,6,Y,N,D,2,5
40027,8,12,6,4,W,C,Y,B,B,D,8,L,B,15,1,A,I,N,50,12,Y,4,B,2,40,2,11,7,N,N,A,2,1
51659,5,6,16,2,B,J,Y,B,B,F,3,H,B,20,3,A,R,N,50,7,Y,13,A,2,25,1,7,6,Y,N,E,2,1
91372,1,10,7,5,E,C,N,B,B,C,7,L,B,15,3,H,I,N,13,17,N,9,A,1,40,1,9,5,Y,N,E,1,5
82108,17,5,2,2,C,A,Y,D,B,D,7,B,B,15,3,A,B,Y,91,8,N,20,A,2,34,1,1,7,Y,Y,E,3,8
69733,4,15,5,4,N,C,Y,B,B,D,8,B,B,10,1,A,C,N,36,13,Y,5,A,1,34,1,16,1,Y,N,E,1,1
50347,23,10,20,7,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,27,13,N,13,A,2,40,1,1,3,Y,N,E,2,6
42353,1,7,6,4,B,A,N,B,B,B,3,B,B,20,1,A,B,N,36,10,Y,5,A,2,31,1,5,4,Y,N,E,2,1
57206,3,2,18,3,C,K,Y,B,B,F,8,H,B,10,3,S,M,N,46,25,N,9,A,1,40,1,22,4,Y,N,E,4,1
47209,1,1,18,4,C,A,N,B,B,D,8,B,B,10,2,A,B,N,38,11,N,16,A,2,37,1,21,7,Y,N,D,2,5
70648,2,5,18,1,B,A,Y,B,B,D,8,B,B,20,3,A,B,N,13,8,N,8,C,2,40,1,15,3,Y,N,E,2,1
15226,1,7,10,3,B,K,Y,A,B,E,8,H,B,15,1,A,K,N,95,10,N,17,A,2,25,1,3,1,Y,N,E,2,7
96309,1,6,19,2,B,A,N,B,B,D,12,B,B,5,2,A,A,N,74,9,N,3,B,2,40,1,13,7,Y,N,E,2,1
35537,2,5,19,6,N,K,N,A,B,E,12,H,B,20,1,C,K,Y,93,9,N,17,A,1,40,1,25,7,Y,Y,C,1,8
31928,2,13,22,2,E,C,Y,B,B,D,8,L,B,20,1,H,I,Y,61,18,N,7,A,3,28,2,8,4,Y,Y,E,3,7
97181,11,6,21,1,E,B,N,B,B,B,2,B,B,15,2,A,D,N,81,16,Y,6,A,2,37,1,21,4,Y,N,C,4,2
34374,1,19,3,2,N,A,Y,B,B,D,12,B,B,15,1,A,I,N,10,7,Y,3,A,2,34,1,3,3,Y,N,E,4,1
78182,1,6,17,3,B,A,N,B,B,D,3,B,B,20,2,A,A,N,67,10,Y,3,A,1,25,1,2,5,Y,N,E,1,1
26783,1,13,9,5,S,C,Y,B,B,D,2,L,B,10,1,A,D,N,49,20,N,3,B,2,31,1,8,3,N,N,A,2,1
21005,1,19,8,2,N,B,Y,B,B,D,12,B,B,20,3,A,E,N,43,11,N,7,A,2,25,1,16,3,Y,N,E,2,1
77577,2,16,18,2,B,I,Y,B,B,E,12,H,B,15,1,A,K,N,48,10,Y,4,A,1,28,1,12,4,N,N,A,2,2
68311,5,12,14,7,N,H,Y,B,B,E,3,H,B,15,1,A,K,N,88,19,N,7,B,2,40,1,1,7,N,N,A,5,12
996,2,8,7,5,N,K,N,B,B,E,3,H,B,20,1,A,K,N,98,12,Y,10,A,4,28,1,11,2,Y,N,C,5,5
69640,3,15,16,1,N,C,N,B,B,D,12,B,B,20,1,A,A,N,4,11,Y,7,A,2,31,1,20,5,Y,N,E,3,3
7400,8,13,23,7,N,K,N,B,B,E,12,I,B,20,1,A,K,N,39,16,N,2,A,4,31,1,16,5,Y,N,C,4,2
48418,8,6,15,5,B,I,Y,B,B,E,7,H,B,15,2,A,M,N,60,7,N,9,A,2,37,1,1,1,Y,N,E,4,4
5981,1,19,6,4,N,A,Y,B,B,D,7,B,B,15,1,A,B,N,25,6,N,22,A,1,25,1,17,2,N,N,A,1,4
27701,2,18,8,6,B,C,N,C,B,D,2,L,B,10,1,A,A,N,60,20,N,5,B,2,34,1,17,2,Y,N,C,2,1
42100,1,11,8,5,N,H,Y,B,B,D,3,B,B,15,3,A,B,N,26,12,N,14,A,2,31,1,18,3,N,N,A,3,5
81196,15,14,21,4,E,H,N,B,B,D,2,L,B,15,1,A,D,N,70,12,N,14,B,1,37,1,1,3,N,N,A,3,2
8988,8,17,6,4,N,B,Y,B,B,D,8,B,B,20,1,C,B,N,81,6,N,11,A,2,40,1,16,7,N,N,A,4,4
863,4,9,18,2,W,C,N,B,B,D,8,B,B,10,1,A,I,N,45,12,N,12,A,3,31,1,20,6,Y,N,C,3,10
25686,2,12,18,4,B,I,Y,B,B,E,12,J,D,15,1,A,K,N,40,16,N,4,A,2,28,1,3,3,N,N,A,2,1
47632,3,8,17,5,N,C,N,B,B,D,3,B,B,10,1,A,B,N,77,10,N,4,A,2,31,1,19,7,Y,N,E,3,2
73616,2,5,7,5,C,H,N,B,B,E,12,H,B,20,1,N,K,N,36,8,N,5,B,2,31,1,17,4,N,N,A,3,1
2144,1,3,4,3,H,H,Y,B,B,B,8,B,B,15,1,A,B,Y,33,16,N,3,B,2,22,1,6,6,N,N,A,2,1
18794,9,7,11,2,N,B,N,B,B,D,12,L,C,10,3,A,I,N,32,8,N,17,A,2,25,1,21,3,Y,N,E,2,9
10077,2,14,6,4,N,C,Y,B,B,D,2,A,B,10,1,A,D,N,81,16,N,3,B,2,40,1,5,6,Y,N,C,2,1
68636,4,15,21,2,E,C,N,B,B,D,3,B,B,10,3,A,I,N,58,18,Y,5,B,2,40,1,16,3,Y,N,E,2,1
25725,5,6,17,2,B,A,N,B,B,D,3,B,B,20,3,A,B,N,64,9,Y,4,C,2,40,1,17,6,Y,N,E,3,1
11112,2,6,10,2,N,A,N,B,B,B,12,B,B,20,1,A,E,N,64,13,N,10,A,2,37,1,1,7,Y,N,E,4,1
8391,2,5,20,2,B,I,N,B,B,E,8,H,D,15,1,A,R,Y,92,8,N,18,A,4,31,2,17,1,Y,Y,E,4,3
76879,15,18,6,4,N,K,Y,B,B,F,8,H,B,15,2,C,N,N,45,12,Y,10,A,2,40,1,16,6,N,N,C,4,3
73845,2,19,17,2,N,K,N,B,B,E,12,J,B,20,1,A,R,Y,78,9,N,16,A,1,34,1,1,7,Y,Y,D,1,7
47089,1,13,12,2,N,C,N,A,C,D,12,E,B,10,3,A,I,N,41,9,Y,14,A,2,34,1,16,5,Y,N,D,2,4
101731,2,1,18,2,C,B,N,B,B,D,12,B,B,10,1,N,B,N,37,21,N,9,A,1,37,1,21,4,Y,N,D,4,1
56365,1,18,4,3,N,H,N,B,B,E,3,H,B,10,1,A,K,N,19,5,Y,4,B,2,34,1,8,7,N,N,A,5,1
11494,4,19,9,3,E,H,Y,B,B,D,7,B,B,10,3,H,I,Y,46,19,Y,7,C,3,22,1,17,5,Y,Y,E,3,3
50413,1,4,5,3,N,A,Y,B,B,D,8,B,B,10,3,A,B,N,46,8,N,10,A,1,31,1,11,4,Y,N,E,1,4
31987,2,7,17,1,H,A,N,D,B,D,8,B,B,20,1,A,A,N,28,5,N,4,B,2,28,1,13,5,Y,N,E,4,1
51495,6,15,19,5,B,C,N,B,B,D,7,B,B,10,1,A,F,N,94,13,N,12,C,1,37,1,14,3,Y,N,A,2,7
31108,1,11,8,1,N,H,N,B,B,E,12,J,B,15,3,A,L,N,47,15,N,5,B,2,22,1,17,7,Y,N,E,2,1
88749,2,4,19,6,B,I,Y,C,B,E,8,J,B,10,1,A,N,N,90,13,N,16,A,1,40,1,16,6,N,N,B,2,10
48931,5,6,16,5,B,A,Y,B,B,D,7,B,B,10,3,A,B,N,86,9,N,16,A,2,37,1,1,6,Y,N,E,2,7
13309,1,2,11,1,N,B,N,B,B,D,3,B,B,20,2,A,B,N,51,14,N,12,B,2,28,1,9,3,Y,N,C,2,1
79895,1,9,19,5,N,A,Y,B,B,D,8,B,B,10,1,A,I,Y,20,11,N,16,A,2,37,1,1,7,N,Y,D,2,6
62357,4,6,18,1,B,A,N,B,B,B,3,B,B,10,3,A,B,N,69,12,Y,7,A,1,25,1,1,3,Y,N,E,1,1
28318,8,18,18,5,N,B,N,B,B,D,2,B,B,10,1,A,I,Y,56,16,N,7,A,2,22,1,17,4,Y,Y,E,2,1
26503,2,18,18,3,B,A,N,D,B,D,3,B,B,20,1,A,G,N,79,8,Y,8,A,2,22,1,3,2,Y,N,E,2,3
43320,4,17,14,1,B,I,N,B,B,E,3,H,B,10,1,A,J,N,50,8,Y,10,A,2,28,1,4,6,Y,N,C,2,5
84132,12,19,12,6,N,K,Y,B,B,E,3,H,B,15,1,A,R,N,66,14,Y,17,A,2,40,1,16,7,N,N,A,2,11
63761,5,9,1,1,N,H,N,B,D,B,12,B,B,10,3,A,C,N,56,12,N,10,B,2,28,1,2,1,Y,N,E,4,1
20422,1,11,15,3,N,H,Y,B,B,E,12,H,B,20,1,A,J,N,59,16,Y,18,B,1,40,1,20,4,N,N,A,1,1
51487,10,7,13,8,N,K,N,B,A,E,8,H,B,20,1,C,N,N,46,8,N,10,A,2,22,1,21,6,Y,N,E,2,2
49312,10,3,17,4,B,I,Y,B,B,E,3,H,B,10,1,A,K,N,15,14,Y,8,A,2,37,1,1,7,Y,N,E,2,1
56785,21,9,7,5,N,H,N,B,B,E,7,J,B,10,1,A,R,N,84,11,N,3,B,1,25,1,2,1,Y,N,E,1,1
51601,2,2,12,2,N,K,Y,B,A,E,2,H,B,20,1,A,R,N,21,11,Y,9,A,2,40,1,2,6,Y,N,C,3,6
50159,4,5,16,2,B,I,Y,B,B,E,8,J,B,20,1,A,K,N,99,7,N,5,A,2,37,1,5,1,Y,N,E,2,1
43923,10,8,11,6,N,K,Y,B,D,E,8,H,B,15,1,A,J,N,98,17,N,11,A,5,25,1,11,5,Y,N,E,5,8
55650,1,17,3,2,B,H,N,B,B,E,8,I,B,15,1,A,R,N,54,9,Y,4,B,2,31,1,1,4,N,N,A,3,2
55515,1,15,2,2,C,K,N,B,B,E,8,M,B,20,1,A,K,N,22,17,Y,4,A,1,25,1,19,1,N,N,A,1,2
52374,1,10,11,1,N,C,N,B,B,D,8,L,B,10,1,A,E,N,14,15,N,14,C,4,37,1,8,4,Y,N,E,5,1
75776,8,14,22,5,W,I,N,B,B,E,12,H,B,20,2,A,K,N,67,23,N,10,A,2,34,1,14,7,Y,N,C,2,6
28429,4,5,10,7,N,K,Y,B,B,E,12,H,B,15,1,A,R,N,66,9,Y,9,A,1,37,1,9,4,N,N,A,1,7
53076,2,3,22,4,E,H,N,B,B,B,8,L,B,20,1,A,E,N,64,33,N,4,A,2,31,1,11,5,Y,N,E,2,1
12261,1,15,13,1,N,B,Y,B,A,D,8,A,B,10,1,A,B,Y,96,11,Y,19,C,2,37,1,17,2,N,Y,E,2,5
28688,1,3,24,1,N,B,Y,B,B,B,2,B,B,5,1,A,E,N,53,13,Y,3,B,2,40,1,6,3,Y,N,E,2,1
45416,13,9,16,6,N,K,Y,B,C,E,12,H,B,20,1,A,R,N,99,14,N,10,A,2,40,1,5,1,Y,N,E,2,8
48855,2,7,18,4,B,A,Y,D,B,D,3,B,B,15,1,A,B,N,47,7,N,9,A,2,31,1,16,6,N,N,A,2,3
16221,9,3,7,5,B,I,Y,B,B,E,3,I,B,15,1,A,L,Y,100,11,N,18,A,1,37,1,15,7,Y,Y,E,1,4
27577,1,14,12,4,N,H,N,B,B,D,2,B,B,10,1,A,B,Y,77,16,Y,6,A,2,34,1,14,3,Y,Y,D,4,1
25849,3,3,9,4,C,H,N,D,B,E,7,H,B,15,1,A,K,N,42,9,N,5,B,1,31,1,7,3,N,N,A,3,1
53792,4,3,1,1,N,K,N,B,D,E,7,J,B,20,1,A,R,N,5,11,Y,2,A,1,40,1,1,1,Y,N,E,1,1
135,7,12,17,4,N,C,Y,B,B,D,7,B,B,15,1,A,B,Y,49,12,N,5,A,2,25,2,8,6,Y,Y,D,2,2
17340,1,14,22,3,E,C,N,B,B,D,3,L,B,15,1,A,I,N,84,19,N,3,B,1,25,1,17,7,Y,N,E,1,1
52362,2,8,6,4,B,E,N,B,B,B,12,L,B,10,2,A,C,N,84,18,N,12,A,2,40,1,18,3,Y,N,D,5,5
19401,2,16,18,5,N,A,N,B,B,D,3,L,B,20,3,A,I,N,46,7,N,4,B,1,40,1,15,4,Y,N,E,1,1
2330,4,8,19,4,C,C,N,B,B,D,7,L,D,10,1,A,E,Y,94,22,Y,18,A,1,37,1,20,5,Y,Y,E,1,3
71487,1,8,8,3,W,I,N,B,B,E,8,H,B,10,1,A,R,N,51,17,N,7,A,2,25,1,16,4,N,N,E,4,3
26717,1,7,2,1,B,K,N,B,B,E,7,H,B,10,1,A,K,N,31,8,N,14,A,2,40,1,1,3,N,N,B,4,2
30750,1,3,15,1,C,H,N,B,A,B,7,B,B,15,1,A,B,N,25,15,N,4,A,1,40,1,17,2,Y,N,D,1,2
99354,5,9,17,2,N,K,Y,D,D,E,3,H,D,20,3,A,M,N,29,7,N,3,A,1,31,1,17,7,Y,N,E,2,1
65499,1,2,16,5,N,A,N,B,B,B,12,B,B,10,1,A,B,N,59,12,Y,9,C,1,31,1,25,6,Y,N,E,1,7
28268,2,10,6,2,N,C,Y,B,B,D,12,L,B,20,3,A,E,Y,29,17,N,11,C,3,25,1,16,7,Y,Y,E,4,6
44430,1,9,18,6,N,K,Y,B,B,E,3,H,B,15,1,A,J,N,77,12,N,19,A,1,40,1,6,4,N,N,C,1,12
25999,5,12,7,3,N,H,N,B,B,E,3,H,B,15,1,A,K,N,76,26,N,7,B,2,40,1,3,3,Y,N,E,2,1
100767,4,8,18,4,N,H,N,B,B,D,3,B,B,10,1,A,D,N,81,13,Y,7,C,2,28,1,17,7,Y,N,E,2,1
61463,1,6,13,2,S,I,Y,B,B,F,8,H,B,5,1,A,K,N,100,8,Y,14,A,2,34,1,20,7,Y,N,E,2,6
88011,2,8,4,3,N,C,Y,B,B,B,12,L,B,20,1,A,D,N,20,21,Y,7,B,1,31,1,6,3,N,N,A,1,1
87503,1,6,15,1,B,A,N,B,B,D,3,B,B,20,3,A,B,N,40,8,Y,6,A,2,37,1,4,2,Y,N,D,5,1
94395,2,19,5,4,W,A,Y,B,B,D,12,B,D,15,2,A,B,N,26,10,Y,7,A,2,40,1,16,3,Y,N,B,2,4
8759,1,6,8,2,B,K,N,B,B,E,8,H,B,5,3,A,K,N,52,8,N,6,A,1,37,1,22,7,Y,N,E,1,1
59152,4,1,18,7,C,B,N,B,B,D,3,B,B,5,1,A,B,N,35,16,N,12,A,1,31,1,21,4,Y,N,C,7,1
36945,2,12,19,4,B,H,N,B,B,E,12,M,B,20,1,A,R,N,46,17,Y,4,B,1,28,1,1,6,Y,N,C,2,1
94623,1,18,20,5,E,H,N,B,B,D,2,B,B,10,1,A,I,Y,81,21,Y,16,A,2,40,1,18,6,Y,Y,E,2,4
101931,4,12,8,5,N,C,N,B,B,D,3,B,B,10,3,A,I,N,33,18,N,7,B,2,34,1,1,7,Y,N,E,5,1
79987,1,14,19,5,N,C,Y,B,B,D,8,B,B,10,1,A,I,N,46,19,N,22,A,1,31,1,12,4,N,N,E,1,6
80703,4,2,6,6,C,K,N,B,B,F,3,H,B,15,2,N,R,N,47,13,N,11,A,2,40,1,22,7,Y,N,E,4,1
57383,2,2,20,2,N,K,Y,D,B,F,3,H,B,15,3,A,R,N,46,18,N,11,A,2,22,1,22,5,Y,N,E,2,5
94122,2,15,20,2,N,B,Y,B,B,D,12,A,B,10,1,A,A,Y,50,11,N,9,A,2,31,1,14,3,N,Y,A,4,3
89181,7,2,19,3,C,K,N,B,B,F,3,H,B,10,1,A,R,N,55,14,Y,7,A,1,31,1,24,1,Y,N,E,2,1
31037,7,19,18,6,W,A,Y,B,B,D,3,B,B,10,1,A,E,N,36,10,Y,8,A,2,40,1,3,6,Y,N,E,4,1
46895,5,4,16,2,B,C,N,B,B,D,2,A,B,10,1,A,I,N,71,11,Y,10,A,1,31,1,1,2,Y,N,E,1,2
16414,1,13,12,1,N,H,Y,B,B,E,3,J,B,20,2,A,R,Y,87,14,N,13,B,2,40,1,5,3,Y,Y,D,4,1
40408,9,14,18,3,N,K,Y,B,B,E,7,I,B,20,1,A,R,N,60,11,N,3,A,2,22,1,10,6,Y,N,E,2,1
81797,4,5,15,2,B,K,N,D,B,E,3,H,B,20,2,A,R,N,38,10,N,10,A,3,40,1,11,6,Y,N,E,3,9
90258,4,15,2,1,N,H,N,B,B,D,7,B,B,15,1,A,D,N,14,14,N,3,B,2,34,1,19,2,N,N,D,5,1
95276,11,7,19,3,S,H,Y,B,D,E,3,J,B,15,2,A,J,N,68,14,N,5,B,2,28,1,7,7,Y,N,E,2,1
58266,1,5,10,7,B,I,Y,B,B,E,2,H,B,10,2,A,M,N,67,8,Y,11,A,2,25,1,17,6,Y,N,D,3,3
12428,1,8,9,6,N,K,Y,B,B,E,3,H,B,10,1,A,N,N,94,12,N,13,C,2,31,1,18,5,Y,N,E,2,1
29747,2,17,7,5,N,K,N,B,B,E,12,H,B,20,1,A,R,N,70,7,N,17,C,1,40,1,1,2,Y,N,C,1,2
58730,2,10,9,6,G,K,N,B,C,E,3,H,B,10,1,A,R,N,71,15,N,12,A,2,25,1,17,7,N,N,E,2,1
60760,1,2,11,3,C,A,Y,B,B,D,8,D,A,10,1,N,B,N,54,11,Y,6,B,1,40,1,24,5,Y,N,E,4,1
42389,14,15,19,5,N,C,N,B,B,D,12,L,B,10,1,A,I,N,49,11,N,5,B,2,34,1,8,4,Y,N,D,3,1
3512,1,9,2,1,N,H,N,B,B,D,12,B,C,20,1,A,C,N,71,12,N,7,A,2,31,1,20,3,Y,N,E,4,2
20308,7,17,10,2,C,A,Y,B,B,D,12,A,B,20,3,A,I,N,41,11,N,4,B,2,37,1,10,2,Y,N,E,2,1
8632,7,15,18,1,N,C,Y,B,B,D,2,B,B,15,3,A,I,N,32,11,Y,4,A,1,31,1,19,7,N,N,A,4,4
24195,2,1,18,2,C,H,Y,B,B,E,3,H,B,15,2,A,K,N,31,12,N,5,B,2,37,1,21,3,N,N,E,3,3
26723,8,7,18,4,N,K,Y,B,B,E,2,H,B,20,2,A,J,N,57,7,Y,17,A,2,40,1,11,6,N,N,A,2,1
57566,4,16,10,1,N,H,Y,B,D,E,3,H,B,10,1,A,K,Y,48,8,N,8,B,2,31,1,8,7,Y,Y,E,2,1
60469,15,16,19,1,H,K,Y,B,B,E,3,N,B,20,3,A,N,N,28,8,N,19,A,2,31,1,3,7,N,N,A,2,11
19499,16,3,20,6,N,H,Y,B,B,E,2,H,B,15,1,A,R,N,10,13,N,2,B,2,37,1,6,3,Y,N,D,3,1
99965,1,9,24,1,N,K,N,B,B,E,3,H,B,5,1,A,K,N,40,11,N,15,A,4,40,1,19,7,Y,N,D,4,10
87191,2,14,20,3,B,I,N,B,B,E,3,H,B,15,1,A,K,N,37,14,Y,19,A,2,40,1,4,7,Y,N,E,2,11
17874,1,5,15,4,B,I,N,B,D,E,2,J,B,5,1,A,M,N,60,8,Y,10,A,3,40,1,20,4,N,N,D,3,5
77276,1,6,18,1,B,A,Y,B,B,D,3,B,B,15,1,A,A,N,95,9,N,22,A,1,34,1,23,6,Y,N,E,1,2
93661,7,17,17,3,B,I,N,B,B,F,12,H,B,20,2,A,J,N,67,10,N,7,A,1,40,1,24,2,Y,N,C,1,1
12399,4,10,20,1,N,C,Y,B,B,D,7,L,B,20,1,A,I,N,20,14,N,8,B,2,37,1,17,3,Y,N,E,4,1
92114,2,6,5,2,C,K,Y,B,B,E,2,H,B,10,1,A,R,N,76,7,Y,9,A,3,34,1,25,1,Y,N,E,3,4
101282,1,15,7,5,N,K,N,B,B,E,12,H,B,10,2,A,K,N,65,17,N,3,A,2,40,1,9,4,Y,N,E,3,1
35301,5,4,19,2,B,J,Y,B,B,E,12,H,B,10,1,A,N,Y,94,7,N,8,A,2,37,1,1,1,Y,Y,E,2,3
86026,4,12,15,5,N,K,N,B,C,E,7,H,B,10,1,A,R,N,87,13,N,10,A,2,40,1,1,4,Y,N,E,3,4
30604,2,7,9,6,N,H,N,B,B,E,2,H,C,20,2,A,K,N,82,10,Y,17,D,1,22,1,1,4,N,N,E,1,1
50792,3,2,15,5,C,A,Y,B,B,D,12,B,B,15,1,A,B,Y,88,13,N,11,A,2,40,1,4,3,Y,Y,E,4,1
71659,1,17,8,1,N,K,Y,B,B,F,2,H,B,10,3,A,J,N,39,12,Y,7,A,1,28,1,4,5,Y,N,E,3,2
81411,6,12,19,2,E,C,N,B,B,D,7,L,C,20,2,A,B,N,77,15,N,3,B,1,25,1,11,6,Y,N,E,1,1
42691,6,7,17,5,C,K,Y,B,B,E,2,H,B,15,1,A,K,N,43,8,Y,9,A,1,40,1,1,3,Y,N,C,2,3
40892,1,15,7,5,N,K,N,B,B,E,12,J,B,20,2,A,R,N,63,14,N,7,A,2,40,1,19,3,Y,N,E,3,4
29070,7,15,5,2,N,K,Y,B,B,E,12,H,B,10,1,A,K,N,54,9,N,6,A,1,37,1,16,3,N,N,A,2,2
27186,2,6,4,3,N,K,N,B,D,E,3,H,B,15,3,A,R,Y,98,9,N,16,A,2,37,1,1,1,Y,Y,E,2,3
84697,19,7,3,2,C,H,N,B,B,E,3,H,B,15,1,A,M,N,23,7,N,3,B,1,31,1,1,6,N,N,A,1,1
10401,1,11,12,2,G,H,Y,B,B,D,3,B,B,10,1,A,C,N,65,18,N,3,B,2,40,1,19,7,N,N,A,2,1
54736,4,18,6,4,N,K,N,B,B,E,3,H,D,10,3,A,Q,N,53,11,Y,6,A,2,40,1,4,6,Y,N,A,4,5
4435,17,9,16,4,N,K,N,B,B,E,8,J,B,15,1,A,R,N,60,4,N,14,A,2,40,1,1,4,N,N,E,2,4
93961,1,14,7,2,B,K,Y,B,B,E,8,I,B,5,3,A,J,Y,86,12,N,13,C,1,40,2,14,6,Y,Y,E,1,4
4052,4,1,19,3,N,A,Y,B,B,B,8,B,B,15,3,A,I,N,35,15,Y,15,A,2,37,1,21,6,Y,N,D,3,8
11865,2,11,9,1,N,C,Y,B,D,D,7,L,B,10,1,A,A,Y,86,25,N,9,A,6,40,3,18,4,Y,Y,D,6,6
34471,1,19,16,1,B,I,N,B,B,E,12,J,B,20,3,A,K,N,41,16,N,3,A,2,22,1,18,6,Y,N,E,2,1
36931,3,18,17,2,B,B,N,B,B,D,8,B,B,20,3,A,A,N,60,10,Y,7,A,2,40,1,5,7,Y,N,E,3,5
57549,2,9,20,1,N,K,Y,A,B,E,2,I,B,10,1,A,N,N,46,12,Y,11,A,2,34,1,3,4,N,N,A,2,8
51561,4,7,13,3,N,K,N,B,D,E,3,J,B,15,1,A,R,N,86,6,N,8,A,2,25,1,21,4,Y,N,B,4,4
