transaction_date,stock_date,product_id,customer_id,store_id,quantity
4/5/2020,3/29/2018,506,7783,7,58
4/5/2020,4/1/2018,223,5824,7,13
4/5/2020,3/30/2018,80,5824,7,3
4/5/2020,3/30/2018,193,5824,7,28
4/5/2020,4/1/2018,143,5824,7,12
4/5/2020,3/30/2018,353,3114,7,52
4/5/2020,3/30/2018,77,3114,7,50
4/5/2020,4/4/2018,493,3114,7,22
4/5/2020,3/30/2018,304,4100,7,33
4/5/2020,4/2/2018,227,4100,7,12
4/5/2020,4/4/2018,44,4100,7,22
4/5/2020,3/31/2018,593,4100,7,23
4/5/2020,3/31/2018,1495,475,7,35
4/5/2020,4/3/2018,181,475,7,35
4/5/2020,4/3/2018,1423,475,7,4
4/5/2020,4/1/2018,813,475,7,56
4/5/2020,3/31/2018,670,475,7,29
4/5/2020,4/1/2018,1083,3607,7,36
4/5/2020,4/1/2018,1393,3607,7,7
4/5/2020,3/30/2018,877,3607,7,9
4/5/2020,4/2/2018,867,3607,7,55
4/5/2020,3/29/2018,51,4258,7,17
4/5/2020,3/31/2018,228,4258,7,57
4/5/2020,4/2/2018,111,4258,7,28
4/5/2020,3/30/2018,461,4258,7,37
4/5/2020,4/4/2018,1376,9361,7,23
4/5/2020,3/29/2018,927,9361,7,23
4/5/2020,4/3/2018,717,9361,7,40
4/5/2020,3/29/2018,933,9361,7,59
4/5/2020,3/31/2018,284,9361,7,24
4/5/2020,4/1/2018,673,9361,7,51
4/5/2020,3/29/2018,941,2129,7,35
4/5/2020,3/29/2018,1064,2129,7,22
4/5/2020,3/29/2018,281,2129,7,20
4/5/2020,4/1/2018,1070,2129,7,13
4/5/2020,4/1/2018,1407,2129,7,60
4/5/2020,3/30/2018,1224,2129,7,16
4/5/2020,3/30/2018,408,5437,7,38
4/5/2020,3/29/2018,1103,5437,7,29
4/5/2020,3/30/2018,1313,3005,7,46
4/5/2020,4/2/2018,1091,3005,7,22
4/5/2020,4/1/2018,614,3005,7,14
4/5/2020,4/2/2018,71,3005,7,21
4/5/2020,3/30/2018,95,8787,7,16
4/5/2020,3/31/2018,883,8787,7,48
4/5/2020,4/2/2018,1220,8787,7,47
4/5/2020,3/31/2018,1037,8787,7,43
4/5/2020,4/1/2018,1499,8563,7,40
4/5/2020,4/3/2018,517,8563,7,52
4/5/2020,4/1/2018,760,8563,7,31
4/5/2020,3/30/2018,444,8563,7,17
4/5/2020,4/1/2018,1393,8563,7,18
4/5/2020,4/1/2018,1249,8563,7,45
4/5/2020,4/3/2018,966,9591,7,18
4/5/2020,4/2/2018,970,9591,7,45
4/5/2020,3/31/2018,228,9591,7,53
4/5/2020,4/1/2018,484,9591,7,13
4/5/2020,3/30/2018,860,9591,7,28
4/5/2020,4/3/2018,145,9591,7,47
4/5/2020,3/29/2018,531,1392,7,47
4/5/2020,4/2/2018,1107,1392,7,30
4/5/2020,4/4/2018,493,9384,24,28
4/5/2020,4/4/2018,1362,9384,24,55
4/5/2020,3/31/2018,726,9384,24,7
4/5/2020,4/2/2018,663,9384,24,44
4/5/2020,4/4/2018,120,9384,24,6
4/5/2020,4/3/2018,1432,9384,24,35
4/5/2020,3/30/2018,1043,1409,24,34
4/5/2020,3/29/2018,927,1409,24,43
4/5/2020,4/2/2018,1276,1409,24,42
4/5/2020,3/31/2018,228,1409,24,21
4/5/2020,3/30/2018,184,7323,24,49
4/5/2020,4/2/2018,1532,7323,24,24
4/5/2020,3/30/2018,190,7323,24,3
4/5/2020,4/2/2018,14,6739,24,54
4/5/2020,4/2/2018,1295,6739,24,14
4/5/2020,4/3/2018,879,6493,24,36
4/5/2020,4/3/2018,1402,6493,24,40
4/5/2020,4/4/2018,979,6493,24,44
4/5/2020,3/31/2018,1102,6493,24,43
4/5/2020,3/30/2018,320,6493,24,35
4/5/2020,4/1/2018,1522,6493,24,57
4/5/2020,4/2/2018,1445,6493,24,39
4/5/2020,3/29/2018,4,9748,24,6
4/5/2020,4/3/2018,913,9748,24,16
4/5/2020,3/30/2018,1302,9748,24,22
4/5/2020,4/4/2018,1279,9748,24,2
4/5/2020,3/31/2018,203,9748,24,49
4/5/2020,4/1/2018,314,9748,24,6
4/5/2020,4/3/2018,140,823,24,7
4/5/2020,3/31/2018,477,823,24,6
4/5/2020,4/3/2018,294,823,24,50
4/5/2020,4/4/2018,843,823,24,53
4/5/2020,3/30/2018,754,823,24,25
4/5/2020,3/29/2018,937,167,24,32
4/5/2020,3/30/2018,887,167,24,17
4/5/2020,3/31/2018,1037,167,24,24
4/5/2020,4/2/2018,174,167,24,38
4/5/2020,4/3/2018,377,167,24,60
4/5/2020,3/31/2018,325,6772,24,2
4/5/2020,3/30/2018,1140,6772,24,13
4/5/2020,3/31/2018,884,5842,24,25
4/5/2020,3/31/2018,1433,5842,24,12
4/5/2020,4/4/2018,930,5842,24,1
4/5/2020,4/3/2018,54,5842,24,4
4/5/2020,4/4/2018,1123,5842,24,39
4/5/2020,4/1/2018,1213,6371,24,11
4/5/2020,3/29/2018,764,6371,24,34
4/5/2020,3/29/2018,967,6371,24,20
4/5/2020,4/4/2018,1184,6371,24,45
4/5/2020,4/1/2018,121,6371,24,30
4/5/2020,4/1/2018,428,9418,24,49
4/5/2020,4/4/2018,805,9418,24,35
4/5/2020,4/1/2018,1520,1209,24,27
4/5/2020,3/30/2018,1397,870,24,57
4/5/2020,3/31/2018,1427,870,24,8
4/5/2020,4/4/2018,511,870,24,23
4/5/2020,4/3/2018,555,870,24,25
4/5/2020,3/31/2018,711,8306,24,13
4/5/2020,3/31/2018,1514,8306,24,43
4/5/2020,4/2/2018,1077,8306,24,34
4/5/2020,3/31/2018,2,8306,24,38
4/5/2020,4/2/2018,112,8306,24,24
4/5/2020,3/29/2018,195,8306,24,17
4/5/2020,4/2/2018,1075,6381,24,33
4/5/2020,3/30/2018,892,6381,24,33
4/5/2020,3/31/2018,1441,6381,24,47
4/5/2020,3/30/2018,1352,6381,24,29
4/5/2020,3/29/2018,476,6381,24,58
4/5/2020,4/4/2018,1485,7038,24,25
4/5/2020,3/30/2018,77,7038,24,52
4/5/2020,3/29/2018,1185,7038,24,49
4/5/2020,4/1/2018,975,7038,24,36
4/5/2020,3/29/2018,1192,7038,24,10
4/5/2020,4/4/2018,543,7038,24,48
4/5/2020,3/29/2018,932,7038,24,30
4/5/2020,4/4/2018,107,991,24,17
4/5/2020,3/31/2018,1482,991,24,28
4/5/2020,4/3/2018,473,991,24,39
4/5/2020,3/31/2018,384,991,24,37
4/5/2020,4/3/2018,1066,991,24,46
4/5/2020,3/29/2018,163,991,24,41
4/5/2020,4/1/2018,1133,906,24,30
4/5/2020,4/1/2018,1522,906,24,6
4/5/2020,4/3/2018,497,3715,24,42
4/5/2020,4/2/2018,1113,3715,24,48
4/5/2020,4/1/2018,410,3715,24,19
4/5/2020,4/3/2018,354,530,24,34
4/5/2020,4/4/2018,1130,530,24,43
4/5/2020,4/1/2018,360,530,24,50
4/5/2020,4/3/2018,697,530,24,59
4/5/2020,3/29/2018,514,530,24,3
4/5/2020,3/29/2018,1063,530,24,9
4/5/2020,4/4/2018,394,3166,24,45
4/5/2020,3/31/2018,597,3166,24,39
4/5/2020,4/3/2018,814,3166,24,37
4/5/2020,4/1/2018,1309,3166,24,50
4/5/2020,3/31/2018,923,820,24,26
4/5/2020,3/31/2018,541,820,24,49
4/5/2020,4/1/2018,545,820,24,5
4/5/2020,3/30/2018,1360,820,24,56
4/5/2020,4/3/2018,58,820,24,60
4/5/2020,4/2/2018,1346,8126,24,38
4/5/2020,4/3/2018,497,8126,24,31
4/5/2020,4/4/2018,1486,8126,24,31
4/5/2020,4/1/2018,810,8126,24,30
4/5/2020,4/3/2018,1280,8126,24,29
4/5/2020,4/1/2018,1436,3404,24,30
4/5/2020,4/2/2018,959,3404,24,27
4/5/2020,3/30/2018,830,3404,24,32
4/5/2020,4/1/2018,121,9536,24,17
4/5/2020,4/1/2018,643,9536,24,22
4/5/2020,3/30/2018,221,9536,24,19
4/5/2020,4/1/2018,344,9536,24,9
4/5/2020,3/30/2018,518,9757,24,45
4/5/2020,4/3/2018,1400,9757,24,4
4/5/2020,4/4/2018,312,9757,24,29
4/5/2020,3/29/2018,873,9757,24,44
4/5/2020,3/31/2018,1044,4039,24,39
4/5/2020,3/29/2018,235,4039,24,4
4/5/2020,4/3/2018,690,4039,24,43
4/5/2020,3/29/2018,468,4039,24,59
4/5/2020,4/4/2018,1549,4039,24,14
4/5/2020,3/31/2018,1006,4039,24,22
4/5/2020,4/4/2018,608,1950,24,31
4/5/2020,3/29/2018,371,1950,24,11
4/5/2020,4/4/2018,255,1950,24,56
4/5/2020,4/4/2018,604,1950,24,25
4/5/2020,4/2/2018,1114,1950,24,53
4/5/2020,3/29/2018,1557,1950,24,35
4/5/2020,4/2/2018,642,1950,24,11
4/5/2020,4/1/2018,38,1034,24,19
4/5/2020,4/1/2018,109,1034,24,39
4/5/2020,4/3/2018,725,1034,24,3
4/6/2020,4/5/2018,59,5328,2,56
4/6/2020,3/30/2018,1062,5328,2,5
4/6/2020,4/3/2018,26,5328,2,23
4/6/2020,4/3/2018,1162,5328,2,48
4/6/2020,4/4/2018,253,6074,2,45
4/6/2020,4/1/2018,895,6074,2,12
4/6/2020,4/4/2018,525,6074,2,20
4/6/2020,3/31/2018,808,6074,2,60
4/6/2020,4/5/2018,1517,6074,2,31
4/6/2020,4/4/2018,1361,6074,2,50
4/6/2020,3/30/2018,579,7192,2,43
4/6/2020,4/5/2018,329,7192,2,12
4/6/2020,4/2/2018,1078,7192,2,48
4/6/2020,4/4/2018,612,4076,2,7
4/6/2020,4/3/2018,1471,4076,2,24
4/6/2020,3/30/2018,316,1418,2,29
4/6/2020,4/4/2018,1092,1418,2,20
4/6/2020,4/3/2018,323,1418,2,40
4/6/2020,3/30/2018,660,1418,2,33
4/6/2020,4/1/2018,477,1418,2,20
4/6/2020,4/5/2018,1026,1418,2,14
4/6/2020,4/4/2018,1442,9794,2,35
4/6/2020,4/4/2018,832,9794,2,45
4/6/2020,4/1/2018,516,4863,2,18
4/6/2020,4/5/2018,493,4863,2,18
4/6/2020,4/5/2018,976,4863,2,43
4/6/2020,4/4/2018,672,4863,2,56
4/6/2020,4/5/2018,755,4863,2,26
4/6/2020,3/30/2018,506,4863,2,34
4/6/2020,4/2/2018,1183,3627,3,38
4/6/2020,3/30/2018,161,3627,3,20
4/6/2020,3/30/2018,937,3627,3,30
4/6/2020,4/2/2018,960,8731,3,8
4/6/2020,4/5/2018,1243,8731,3,5
4/6/2020,4/5/2018,394,8731,3,32
4/6/2020,4/4/2018,238,8731,3,7
4/6/2020,4/3/2018,1120,8731,3,22
4/6/2020,4/2/2018,411,4096,3,56
4/6/2020,4/4/2018,1332,4096,3,16
4/6/2020,3/31/2018,1270,4096,3,15
4/6/2020,4/1/2018,727,4096,3,36
4/6/2020,4/1/2018,384,4096,3,26
4/6/2020,4/2/2018,957,5898,3,23
4/6/2020,4/3/2018,82,5898,3,49
4/6/2020,4/5/2018,1151,5898,3,15
4/6/2020,4/2/2018,1473,5898,3,55
4/6/2020,4/2/2018,92,5898,3,45
4/6/2020,3/30/2018,581,4998,3,10
4/6/2020,4/5/2018,797,4998,3,29
4/6/2020,3/30/2018,148,4998,3,36
4/6/2020,3/31/2018,951,4998,3,57
4/6/2020,4/4/2018,841,4824,3,48
4/6/2020,4/5/2018,431,4824,3,44
4/6/2020,3/31/2018,1246,4824,3,35
4/6/2020,4/2/2018,358,4824,3,46
4/6/2020,4/2/2018,735,4824,3,6
4/6/2020,4/4/2018,1163,4824,3,41
4/6/2020,4/2/2018,1168,118,3,35
4/6/2020,4/2/2018,186,118,3,57
4/6/2020,4/1/2018,16,118,3,55
4/6/2020,4/5/2018,985,76,3,30
4/6/2020,3/30/2018,736,76,3,18
4/6/2020,4/5/2018,1485,76,3,25
4/6/2020,3/30/2018,382,76,3,56
4/6/2020,4/4/2018,925,2437,3,26
4/6/2020,3/31/2018,503,2437,3,58
4/6/2020,4/1/2018,625,2437,3,18
4/6/2020,4/2/2018,236,8966,3,46
4/6/2020,4/1/2018,1424,8966,3,48
4/6/2020,3/30/2018,246,8966,3,55
4/6/2020,3/31/2018,956,8966,3,47
4/6/2020,3/31/2018,799,8966,3,59
4/6/2020,4/4/2018,517,355,3,13
4/6/2020,4/4/2018,972,355,3,57
4/6/2020,3/31/2018,750,355,3,57
4/6/2020,4/5/2018,273,355,3,58
4/6/2020,4/1/2018,1288,355,3,53
4/6/2020,4/1/2018,1359,355,3,3
4/6/2020,4/4/2018,556,754,3,17
4/6/2020,4/3/2018,440,754,3,52
4/6/2020,4/5/2018,90,7573,3,10
4/6/2020,3/31/2018,280,7573,3,57
4/6/2020,4/5/2018,856,7573,3,19
4/6/2020,4/3/2018,1099,7573,3,51
4/6/2020,3/31/2018,926,8902,3,42
4/6/2020,4/3/2018,443,3676,3,5
4/6/2020,4/5/2018,919,7909,3,16
4/6/2020,4/3/2018,1296,7909,3,53
4/6/2020,4/2/2018,580,7909,3,43
4/6/2020,3/30/2018,1169,7909,3,45
4/6/2020,3/30/2018,1046,4105,3,19
4/6/2020,4/2/2018,1329,4105,3,43
4/6/2020,3/30/2018,481,4105,3,39
4/6/2020,4/4/2018,1469,4105,3,22
4/6/2020,4/4/2018,793,4105,3,21
4/6/2020,4/4/2018,497,5358,3,23
4/6/2020,4/3/2018,1419,5358,3,7
4/6/2020,4/5/2018,942,5358,3,7
4/6/2020,4/2/2018,813,5358,3,43
4/6/2020,3/30/2018,470,5358,3,44
4/6/2020,3/30/2018,1086,5358,3,57
4/6/2020,4/3/2018,62,118,3,36
4/6/2020,4/2/2018,411,118,3,54
4/6/2020,4/2/2018,1460,3533,3,15
4/6/2020,4/4/2018,478,3533,3,9
4/6/2020,4/1/2018,307,3533,3,43
4/6/2020,4/5/2018,1549,3533,3,12
4/6/2020,4/3/2018,1532,8647,3,54
4/6/2020,4/3/2018,990,8647,3,18
4/6/2020,4/5/2018,1060,8647,3,52
4/6/2020,3/31/2018,1216,5063,3,40
4/6/2020,4/5/2018,794,5063,3,7
4/6/2020,4/3/2018,917,5063,3,28
4/6/2020,4/1/2018,135,5063,3,10
4/6/2020,4/1/2018,1196,5744,3,11
4/6/2020,4/2/2018,1252,5744,3,21
4/6/2020,4/3/2018,277,2878,3,19
4/6/2020,4/1/2018,480,2878,3,16
4/6/2020,4/4/2018,697,2878,3,15
4/6/2020,3/30/2018,48,2878,3,32
4/6/2020,4/3/2018,437,2878,3,55
4/6/2020,4/4/2018,220,4078,3,40
4/6/2020,3/30/2018,1063,4078,3,31
4/6/2020,4/1/2018,94,4078,3,49
4/6/2020,4/4/2018,1030,4078,3,16
4/6/2020,3/31/2018,193,4078,3,15
4/6/2020,4/4/2018,730,4078,3,52
4/6/2020,3/31/2018,1246,7573,3,18
4/6/2020,4/1/2018,1102,7573,3,47
4/6/2020,4/2/2018,1183,2905,3,7
4/6/2020,3/31/2018,1266,2905,3,58
4/6/2020,3/31/2018,1016,2905,3,44
4/6/2020,3/30/2018,207,2905,3,8
4/6/2020,4/3/2018,1077,2905,3,60
4/6/2020,4/3/2018,440,2905,3,56
4/6/2020,4/2/2018,378,2905,3,6
4/6/2020,4/4/2018,894,8374,3,60
4/6/2020,4/5/2018,1403,8374,3,49
4/6/2020,4/1/2018,1433,8374,3,52
4/6/2020,3/30/2018,151,3242,3,43
4/6/2020,4/3/2018,101,3242,3,39
4/6/2020,4/5/2018,1509,1451,3,30
4/6/2020,4/1/2018,700,1451,3,5
4/6/2020,4/3/2018,342,6291,3,58
4/6/2020,4/1/2018,331,6291,3,29
4/6/2020,3/31/2018,1507,6291,3,17
4/6/2020,4/4/2018,1097,6291,3,8
4/7/2020,3/31/2018,224,5387,7,9
4/7/2020,4/4/2018,134,5387,7,17
4/7/2020,4/1/2018,817,5387,7,8
4/7/2020,4/6/2018,1472,5387,7,3
4/7/2020,4/3/2018,650,5387,7,52
4/7/2020,3/31/2018,413,5387,7,54
4/7/2020,4/2/2018,570,2530,7,46
4/7/2020,4/2/2018,1052,2530,7,45
4/7/2020,4/5/2018,1163,2530,7,48
4/7/2020,4/6/2018,1279,3097,7,40
4/7/2020,4/2/2018,483,3097,7,48
4/7/2020,4/1/2018,487,3097,7,19
4/7/2020,4/1/2018,1302,3097,7,53
4/7/2020,4/6/2018,460,5380,7,29
4/7/2020,4/2/2018,963,5907,7,39
4/7/2020,4/2/2018,287,5907,7,8
4/7/2020,4/2/2018,343,5907,7,27
4/7/2020,4/3/2018,1319,5907,7,17
4/7/2020,4/5/2018,1508,5907,7,13
4/7/2020,4/6/2018,1549,6417,7,59
4/7/2020,4/1/2018,1206,6417,7,28
4/7/2020,4/4/2018,263,6417,7,55
4/7/2020,3/31/2018,939,1906,7,29
4/7/2020,4/1/2018,1476,1906,7,20
4/7/2020,4/2/2018,700,916,7,1
4/7/2020,4/2/2018,1050,916,7,16
4/7/2020,4/2/2018,1,916,7,52
4/7/2020,4/3/2018,30,916,7,60
4/7/2020,4/5/2018,1306,5607,7,24
4/7/2020,4/3/2018,1522,5607,7,44
4/7/2020,3/31/2018,873,5607,7,4
4/7/2020,3/31/2018,118,5607,7,47
4/7/2020,4/5/2018,1239,5607,7,7
4/7/2020,4/1/2018,164,5607,7,40
4/7/2020,4/2/2018,274,5607,7,2
4/7/2020,4/2/2018,714,8335,7,56
4/7/2020,4/4/2018,1396,8335,7,34
4/7/2020,4/1/2018,494,8335,7,18
4/7/2020,4/3/2018,1230,8335,7,50
4/7/2020,3/31/2018,880,2558,7,41
4/7/2020,4/1/2018,897,2558,7,2
4/7/2020,3/31/2018,847,2558,7,8
4/7/2020,3/31/2018,1203,8930,7,32
4/7/2020,4/3/2018,46,5635,7,23
4/7/2020,4/6/2018,674,5635,7,15
4/7/2020,4/4/2018,1077,5635,7,41
4/7/2020,3/31/2018,695,5635,7,34
4/7/2020,4/3/2018,285,5635,7,60
4/7/2020,4/3/2018,1100,5635,7,12
4/7/2020,4/2/2018,85,476,7,60
4/7/2020,4/5/2018,141,476,7,17
4/7/2020,4/5/2018,1117,476,7,30
4/7/2020,3/31/2018,162,476,7,57
4/7/2020,4/5/2018,478,7775,7,38
4/7/2020,4/4/2018,934,7775,7,9
4/7/2020,4/2/2018,711,7775,7,14
4/7/2020,3/31/2018,235,7775,7,41
4/7/2020,3/31/2018,1250,7775,7,38
4/7/2020,4/6/2018,1321,7775,7,29
4/7/2020,4/6/2018,1378,5802,7,13
4/7/2020,4/6/2018,1262,5802,7,47
4/7/2020,4/1/2018,53,5802,7,44
4/7/2020,4/4/2018,563,5802,7,7
4/7/2020,4/2/2018,1006,5802,7,60
4/7/2020,4/5/2018,1235,5802,7,30
4/7/2020,4/2/2018,1418,551,7,55
4/7/2020,4/2/2018,729,551,7,22
4/7/2020,4/2/2018,93,551,7,51
4/7/2020,4/3/2018,30,551,7,23
4/7/2020,4/1/2018,1069,527,7,33
4/7/2020,4/4/2018,1431,527,7,46
4/7/2020,4/2/2018,1076,527,7,14
4/7/2020,4/2/2018,593,10222,7,4
4/7/2020,4/1/2018,1302,10222,7,60
4/7/2020,4/3/2018,1458,3114,7,10
4/7/2020,4/2/2018,1409,3114,7,34
4/7/2020,4/1/2018,1558,3114,7,27
4/7/2020,3/31/2018,1109,3114,7,33
4/7/2020,4/1/2018,899,3114,7,20
4/7/2020,4/1/2018,1115,3114,7,49
4/7/2020,4/5/2018,466,3114,7,39
4/7/2020,4/5/2018,108,5824,7,28
4/7/2020,4/6/2018,31,5824,7,55
4/7/2020,3/31/2018,1406,5824,7,11
4/7/2020,4/3/2018,1323,9068,7,3
4/7/2020,4/1/2018,647,9068,7,35
4/7/2020,4/5/2018,1117,9068,7,53
4/7/2020,4/6/2018,120,9068,7,5
4/7/2020,4/6/2018,723,9068,7,31
4/7/2020,4/6/2018,1300,9068,7,6
4/7/2020,4/5/2018,1129,9068,7,28
4/7/2020,4/5/2018,1339,3888,7,34
4/7/2020,4/2/2018,597,3888,7,2
4/7/2020,4/6/2018,341,939,7,41
4/7/2020,4/4/2018,890,939,7,9
4/7/2020,4/5/2018,800,939,7,39
4/7/2020,4/4/2018,1293,10210,7,31
4/7/2020,4/3/2018,710,10210,7,4
4/7/2020,3/31/2018,1314,10210,7,58
4/7/2020,4/1/2018,1476,10210,7,27
4/7/2020,3/31/2018,161,10210,7,38
4/7/2020,4/6/2018,1403,10210,7,24
4/7/2020,4/3/2018,760,1872,7,36
4/7/2020,4/6/2018,1164,1872,7,2
4/7/2020,4/3/2018,367,1872,7,18
4/7/2020,3/31/2018,371,1872,7,8
4/7/2020,4/6/2018,1187,1872,7,55
4/7/2020,4/2/2018,1443,1872,7,34
4/7/2020,4/5/2018,1106,9706,7,11
4/7/2020,4/4/2018,524,9706,7,34
4/7/2020,4/3/2018,713,9706,7,11
4/7/2020,4/4/2018,1289,9706,7,47
4/7/2020,4/2/2018,1533,9706,7,44
4/7/2020,4/5/2018,929,2524,7,21
4/7/2020,4/2/2018,640,2524,7,42
4/7/2020,4/4/2018,917,7127,7,1
4/7/2020,3/31/2018,513,3970,7,25
4/7/2020,4/4/2018,330,3970,7,25
4/7/2020,4/5/2018,879,3970,7,33
4/7/2020,4/5/2018,972,10116,17,58
4/7/2020,4/2/2018,1388,10116,17,43
4/7/2020,4/5/2018,140,10116,17,40
4/7/2020,4/6/2018,769,10116,17,41
4/7/2020,4/3/2018,1275,9194,17,57
4/7/2020,4/5/2018,454,9194,17,39
4/7/2020,4/3/2018,217,9194,17,10
4/7/2020,3/31/2018,759,7580,17,47
4/7/2020,4/4/2018,443,7580,17,52
4/7/2020,4/5/2018,1392,7580,17,52
4/7/2020,4/2/2018,670,4204,17,12
4/7/2020,4/6/2018,1126,4204,17,17
4/7/2020,4/6/2018,903,4204,17,1
4/7/2020,4/5/2018,427,4204,17,56
4/7/2020,4/5/2018,1442,4204,17,38
4/7/2020,4/5/2018,1512,4204,17,41
4/7/2020,4/2/2018,570,4204,17,20
4/7/2020,4/6/2018,1463,5238,17,16
4/7/2020,4/1/2018,1506,5238,17,8
4/7/2020,3/31/2018,231,5238,17,36
4/7/2020,3/31/2018,941,5238,17,6
4/7/2020,4/3/2018,784,5238,17,47
4/7/2020,4/5/2018,108,5238,17,60
4/7/2020,4/6/2018,930,5790,17,21
4/7/2020,4/4/2018,1546,5790,17,16
4/7/2020,4/1/2018,1257,5790,17,45
4/7/2020,4/5/2018,980,5790,17,46
4/7/2020,4/4/2018,1396,5790,17,24
4/7/2020,3/31/2018,148,5790,17,34
4/7/2020,4/3/2018,495,7920,17,35
4/7/2020,4/2/2018,538,7920,17,12
4/7/2020,4/4/2018,821,7920,17,39
4/7/2020,4/4/2018,1531,7920,17,51
4/7/2020,4/2/2018,961,7920,17,1
4/7/2020,4/3/2018,285,7920,17,15
4/7/2020,4/3/2018,1520,8860,17,42
4/7/2020,4/2/2018,578,8860,17,10
4/7/2020,4/6/2018,1378,5419,17,34
4/7/2020,4/2/2018,249,5419,17,55
4/7/2020,4/2/2018,1251,5419,17,7
4/7/2020,4/5/2018,215,5419,17,37
4/7/2020,4/4/2018,1351,5419,17,13
4/7/2020,4/6/2018,349,6529,17,26
4/7/2020,4/5/2018,952,6529,17,26
4/7/2020,3/31/2018,1528,6529,17,41
4/7/2020,4/3/2018,1357,6529,17,6
4/7/2020,4/5/2018,1041,6529,17,1
4/7/2020,4/2/2018,432,6529,17,32
4/7/2020,4/4/2018,802,7059,17,3
4/7/2020,3/31/2018,419,7059,17,6
4/7/2020,4/4/2018,9,7059,17,6
4/7/2020,4/4/2018,250,4231,17,37
4/7/2020,4/5/2018,905,4231,17,48
4/7/2020,4/1/2018,84,4231,17,21
4/7/2020,4/2/2018,1405,4231,17,9
4/7/2020,4/2/2018,1288,4231,17,52
4/7/2020,4/5/2018,966,806,17,26
4/7/2020,4/4/2018,317,806,17,56
4/7/2020,4/2/2018,706,806,17,37
4/7/2020,3/31/2018,683,806,17,55
4/7/2020,4/3/2018,599,8059,17,22
4/7/2020,3/31/2018,1415,8059,17,47
4/7/2020,3/31/2018,113,8059,17,35
4/7/2020,4/5/2018,1041,3976,17,1
4/7/2020,4/4/2018,1218,3976,17,7
4/7/2020,4/6/2018,1101,3976,17,37
4/7/2020,4/1/2018,1451,3976,17,55
4/7/2020,4/1/2018,808,4498,17,60
4/7/2020,4/4/2018,359,4498,17,21
4/7/2020,4/4/2018,562,4498,17,5
4/7/2020,4/6/2018,779,4498,17,25
4/7/2020,4/4/2018,802,9956,17,50
4/7/2020,3/31/2018,791,9956,17,5
4/7/2020,4/6/2018,409,9956,17,20
4/7/2020,3/31/2018,413,9956,17,33
4/7/2020,4/2/2018,1228,9956,17,58
4/7/2020,4/3/2018,1484,9956,17,28
4/7/2020,4/5/2018,366,1813,17,2
4/7/2020,3/31/2018,1342,1813,17,19
4/7/2020,4/4/2018,1531,1813,17,26
4/7/2020,3/31/2018,549,1813,17,45
4/7/2020,4/5/2018,793,1813,17,6
4/7/2020,4/2/2018,477,1813,17,1
4/7/2020,4/1/2018,1425,1813,17,36
4/7/2020,4/2/2018,516,2112,17,15
4/7/2020,4/2/2018,893,2112,17,17
4/7/2020,4/6/2018,1321,2112,17,56
4/7/2020,4/5/2018,766,2112,17,56
4/7/2020,4/2/2018,1288,2112,17,53
4/7/2020,4/3/2018,866,2112,17,12
4/7/2020,4/3/2018,653,2295,17,55
4/7/2020,4/2/2018,43,2295,17,50
4/7/2020,4/3/2018,314,2295,17,24
4/7/2020,4/4/2018,330,2295,17,32
4/7/2020,4/1/2018,280,2295,17,22
4/7/2020,4/6/2018,10,2942,17,24
4/7/2020,4/5/2018,414,2942,17,21
4/7/2020,4/6/2018,31,2942,17,12
4/7/2020,4/2/2018,1179,2942,17,56
4/7/2020,3/31/2018,436,2942,17,53
4/7/2020,4/5/2018,916,3239,17,21
4/7/2020,3/31/2018,1199,3239,17,3
4/7/2020,4/3/2018,350,3239,17,3
4/7/2020,4/4/2018,194,3239,17,6
4/7/2020,4/2/2018,1076,3239,17,45
4/7/2020,4/3/2018,1133,3239,17,35
4/7/2020,4/6/2018,1370,3716,17,6
4/7/2020,4/1/2018,667,3716,17,47
4/7/2020,3/31/2018,804,3716,17,30
4/7/2020,4/4/2018,1220,3716,17,47
4/7/2020,4/6/2018,816,5038,17,32
4/7/2020,4/3/2018,1499,5038,17,22
4/7/2020,3/31/2018,1010,5038,17,4
4/7/2020,4/5/2018,1332,5038,17,13
4/7/2020,4/6/2018,1509,5038,17,40
4/7/2020,4/3/2018,1393,5038,17,51
4/7/2020,4/1/2018,590,2441,17,49
4/7/2020,4/5/2018,1039,4239,17,37
4/7/2020,4/5/2018,497,4239,17,53
4/7/2020,4/3/2018,153,4239,17,42
4/7/2020,4/6/2018,769,4239,17,7
4/7/2020,4/2/2018,480,4239,17,4
4/7/2020,4/3/2018,823,2942,17,35
4/7/2020,4/5/2018,1146,2942,17,10
4/7/2020,4/1/2018,1322,2942,17,57
4/7/2020,4/1/2018,1206,2942,17,12
4/7/2020,3/31/2018,1555,2942,17,52
4/7/2020,4/6/2018,507,2942,17,48
4/7/2020,4/3/2018,960,5038,17,29
4/7/2020,4/3/2018,710,5038,17,30
4/7/2020,3/31/2018,1459,5038,17,44
4/7/2020,4/1/2018,770,5038,17,15
4/7/2020,3/31/2018,900,7948,17,25
4/7/2020,4/2/2018,477,7948,17,11
4/7/2020,4/5/2018,354,9639,17,36
4/7/2020,4/5/2018,238,9639,17,16
4/7/2020,4/6/2018,1130,1744,17,29
4/7/2020,4/5/2018,175,1744,17,60
4/7/2020,3/31/2018,751,1744,17,43
4/7/2020,4/6/2018,1467,6529,17,48
4/7/2020,4/5/2018,1550,6529,17,8
