DATE,Humidity,Temperature,Electricity
2020-03-21 02:00:00 EDT,59,-6.1,870
2020-03-21 03:00:00 EDT,56,-7.3,880
2020-03-21 04:00:00 EDT,56,-8.3,865
2020-03-21 05:00:00 EDT,56,-9.1,890
2020-03-21 06:00:00 EDT,57,-10.2,968
2020-03-21 07:00:00 EDT,60,-10.9,1015
2020-03-21 08:00:00 EDT,60,-10.8,1017
2020-03-21 09:00:00 EDT,57,-10.3,1002
2020-03-21 10:00:00 EDT,54,-9.4,988
2020-03-21 11:00:00 EDT,49,-8.3,987
2020-03-21 12:00:00 EDT,48,-6.9,989
2020-03-21 13:00:00 EDT,46,-6.4,968
2020-03-21 14:00:00 EDT,45,-5.7,961
2020-03-21 15:00:00 EDT,43,-5.3,974
2020-03-21 16:00:00 EDT,46,-4,1002
2020-03-21 17:00:00 EDT,43,-3.8,1075
2020-03-21 18:00:00 EDT,43,-4.1,1108
2020-03-21 19:00:00 EDT,46,-4.6,1121
2020-03-21 20:00:00 EDT,51,-5.2,1111
2020-03-21 21:00:00 EDT,53,-5.6,1054
2020-03-21 22:00:00 EDT,56,-6.3,1025
2020-03-21 23:00:00 EDT,50,-5.7,965
2020-03-22 00:00:00 EDT,52,-6.4,914
2020-03-22 01:00:00 EDT,50,-6.7,876
2020-03-22 02:00:00 EDT,54,-7.3,872
2020-03-22 03:00:00 EDT,57,-8.1,870
2020-03-22 04:00:00 EDT,60,-8.5,871
2020-03-22 05:00:00 EDT,68,-8.9,890
2020-03-22 06:00:00 EDT,66,-9.4,919
2020-03-22 07:00:00 EDT,70,-9.6,948
2020-03-22 08:00:00 EDT,65,-7.9,919
2020-03-22 09:00:00 EDT,55,-6.3,908
2020-03-22 10:00:00 EDT,49,-4.8,910
2020-03-22 11:00:00 EDT,42,-3.6,918
2020-03-22 12:00:00 EDT,42,-3.7,925
2020-03-22 13:00:00 EDT,40,-2.5,920
2020-03-22 14:00:00 EDT,41,-1.7,903
2020-03-22 15:00:00 EDT,38,-1.2,901
2020-03-22 16:00:00 EDT,41,-0.9,953
2020-03-22 17:00:00 EDT,40,-0.8,1003
2020-03-22 18:00:00 EDT,37,-1.2,1044
2020-03-22 19:00:00 EDT,44,-2.3,1084
2020-03-22 20:00:00 EDT,51,-3.3,1079
2020-03-22 21:00:00 EDT,52,-4,1034
2020-03-22 22:00:00 EDT,48,-4.2,973
2020-03-22 23:00:00 EDT,53,-4.5,908
2020-03-23 00:00:00 EDT,51,-4.7,860
2020-03-23 01:00:00 EDT,57,-4.9,831
2020-03-23 02:00:00 EDT,61,-5,825
2020-03-23 03:00:00 EDT,61,-5,826
2020-03-23 04:00:00 EDT,62,-5.2,837
2020-03-23 05:00:00 EDT,63,-5.5,872
2020-03-23 06:00:00 EDT,64,-5.5,950
2020-03-23 07:00:00 EDT,65,-5.1,1012
2020-03-23 08:00:00 EDT,67,-4.7,1047
2020-03-23 09:00:00 EDT,83,-4.6,1055
2020-03-23 10:00:00 EDT,86,-3.6,1047
2020-03-23 11:00:00 EDT,88,-2.5,1052
2020-03-23 12:00:00 EDT,89,-1.3,1043
2020-03-23 13:00:00 EDT,91,-0.8,1051
2020-03-23 14:00:00 EDT,93,-1,1068
2020-03-23 15:00:00 EDT,94,-0.8,1081
2020-03-23 16:00:00 EDT,95,-0.2,1103
2020-03-23 17:00:00 EDT,94,0,1123
2020-03-23 18:00:00 EDT,94,-0.2,1120
2020-03-23 19:00:00 EDT,94,-0.4,1142
2020-03-23 20:00:00 EDT,95,-0.8,1132
2020-03-23 21:00:00 EDT,95,-1,1098
2020-03-23 22:00:00 EDT,96,-1,997
2020-03-23 23:00:00 EDT,96,-1,916
2020-03-24 00:00:00 EDT,96,-1.3,843
2020-03-24 01:00:00 EDT,97,-1.5,831
2020-03-24 02:00:00 EDT,97,-1.4,832
2020-03-24 03:00:00 EDT,97,-1.3,820
2020-03-24 04:00:00 EDT,97,-1.3,831
2020-03-24 05:00:00 EDT,97,-1.7,872
2020-03-24 06:00:00 EDT,97,-1.8,924
2020-03-24 07:00:00 EDT,97,-1.9,999
2020-03-24 08:00:00 EDT,97,-1.7,1043
2020-03-24 09:00:00 EDT,97,-1.3,1046
2020-03-24 10:00:00 EDT,95,-0.8,1016
2020-03-24 11:00:00 EDT,93,-0.2,1008
2020-03-24 12:00:00 EDT,89,0.3,995
2020-03-24 13:00:00 EDT,85,1,940
2020-03-24 14:00:00 EDT,84,1.7,917
2020-03-24 15:00:00 EDT,82,2.4,909
2020-03-24 16:00:00 EDT,79,3.1,941
2020-03-24 17:00:00 EDT,77,3.9,1028
2020-03-24 18:00:00 EDT,73,4.3,1042
2020-03-24 19:00:00 EDT,75,3.3,1062
2020-03-24 20:00:00 EDT,77,3,1059
2020-03-24 21:00:00 EDT,84,1.6,985
2020-03-24 22:00:00 EDT,87,-0.3,937
2020-03-24 23:00:00 EDT,90,0.1,890
2020-03-25 00:00:00 EDT,92,-1.7,849
2020-03-25 01:00:00 EDT,94,-1.4,813
2020-03-25 02:00:00 EDT,94,-2.3,814
2020-03-25 03:00:00 EDT,96,-2.5,795
2020-03-25 04:00:00 EDT,96,-3.4,827
2020-03-25 05:00:00 EDT,96,-3.5,866
2020-03-25 06:00:00 EDT,96,-3.6,924
2020-03-25 07:00:00 EDT,96,-2.5,961
2020-03-25 08:00:00 EDT,96,-2,982
2020-03-25 09:00:00 EDT,95,-1.1,967
2020-03-25 10:00:00 EDT,88,1.2,915
2020-03-25 11:00:00 EDT,76,3.1,918
2020-03-25 12:00:00 EDT,71,4,938
2020-03-25 13:00:00 EDT,64,4.7,961
2020-03-25 14:00:00 EDT,67,5.2,979
2020-03-25 15:00:00 EDT,67,4.6,1034
2020-03-25 16:00:00 EDT,73,4.4,1064
2020-03-25 17:00:00 EDT,74,4.2,1106
2020-03-25 18:00:00 EDT,76,3.8,1070
2020-03-25 19:00:00 EDT,79,3.4,1066
2020-03-25 20:00:00 EDT,82,3,1046
2020-03-25 21:00:00 EDT,85,2.8,988
2020-03-25 22:00:00 EDT,89,2.8,948
2020-03-25 23:00:00 EDT,90,2.3,870
2020-03-26 00:00:00 EDT,94,1.7,818
2020-03-26 01:00:00 EDT,95,2,804
2020-03-26 02:00:00 EDT,90,2.4,784
2020-03-26 03:00:00 EDT,87,2.6,787
2020-03-26 04:00:00 EDT,88,2.1,802
2020-03-26 05:00:00 EDT,88,2,833
2020-03-26 06:00:00 EDT,88,1.9,883
2020-03-26 07:00:00 EDT,87,2.2,941
2020-03-26 08:00:00 EDT,86,2.8,968
2020-03-26 09:00:00 EDT,91,3,995
2020-03-26 10:00:00 EDT,91,3.8,973
2020-03-26 11:00:00 EDT,90,5.1,959
2020-03-26 12:00:00 EDT,82,6.9,970
2020-03-26 13:00:00 EDT,73,8.2,938
2020-03-26 14:00:00 EDT,70,9.9,926
2020-03-26 15:00:00 EDT,65,10.9,989
2020-03-26 16:00:00 EDT,90,8.1,1039
2020-03-26 17:00:00 EDT,91,8,1067
2020-03-26 18:00:00 EDT,90,8,1037
2020-03-26 19:00:00 EDT,91,5,1038
2020-03-26 20:00:00 EDT,93,3.9,1029
2020-03-26 21:00:00 EDT,93,3,995
2020-03-26 22:00:00 EDT,88,2.7,934
2020-03-26 23:00:00 EDT,90,2.8,876
2020-03-27 00:00:00 EDT,90,1.7,837
2020-03-27 01:00:00 EDT,89,1.1,805
2020-03-27 02:00:00 EDT,93,0.8,791
2020-03-27 03:00:00 EDT,93,0.7,786
2020-03-27 04:00:00 EDT,92,0.5,789
2020-03-27 05:00:00 EDT,88,0.4,844
2020-03-27 06:00:00 EDT,85,-0.1,915
2020-03-27 07:00:00 EDT,85,-0.5,957
2020-03-27 08:00:00 EDT,80,-0.2,956
2020-03-27 09:00:00 EDT,75,0.6,907
2020-03-27 10:00:00 EDT,69,1.7,888
2020-03-27 11:00:00 EDT,55,2.9,880
2020-03-27 12:00:00 EDT,48,4.5,868
2020-03-27 13:00:00 EDT,41,5.1,857
2020-03-27 14:00:00 EDT,35,6.5,848
2020-03-27 15:00:00 EDT,31,7.3,819
2020-03-27 16:00:00 EDT,31,7.8,860
2020-03-27 17:00:00 EDT,34,7.7,928
2020-03-27 18:00:00 EDT,38,7.3,967
2020-03-27 19:00:00 EDT,42,5.4,1007
2020-03-27 20:00:00 EDT,53,2.2,1014
2020-03-27 21:00:00 EDT,50,2.5,989
2020-03-27 22:00:00 EDT,69,-0.5,920
2020-03-27 23:00:00 EDT,49,1.5,863
2020-03-28 00:00:00 EDT,68,-1,792
2020-03-28 01:00:00 EDT,66,-0.8,777
2020-03-28 02:00:00 EDT,71,-1.5,783
2020-03-28 03:00:00 EDT,75,-2.9,777
2020-03-28 04:00:00 EDT,71,-2,793
2020-03-28 05:00:00 EDT,76,-4.5,803
2020-03-28 06:00:00 EDT,81,-4.2,842
2020-03-28 07:00:00 EDT,84,-4.6,837
2020-03-28 08:00:00 EDT,80,-1.9,879
2020-03-28 09:00:00 EDT,72,-0.5,917
2020-03-28 10:00:00 EDT,61,0.8,948
2020-03-28 11:00:00 EDT,52,2.8,952
2020-03-28 12:00:00 EDT,49,4.2,939
2020-03-28 13:00:00 EDT,46,5.6,943
2020-03-28 14:00:00 EDT,50,5.4,938
2020-03-28 15:00:00 EDT,46,5.5,906
2020-03-28 16:00:00 EDT,43,7,955
2020-03-28 17:00:00 EDT,48,6.1,1019
2020-03-28 18:00:00 EDT,52,5,1016
2020-03-28 19:00:00 EDT,53,4.5,993
2020-03-28 20:00:00 EDT,52,4.4,972
2020-03-28 21:00:00 EDT,52,4.2,921
2020-03-28 22:00:00 EDT,54,4,865
2020-03-28 23:00:00 EDT,54,3.9,810
2020-03-29 00:00:00 EDT,55,3.5,765
2020-03-29 01:00:00 EDT,54,3.6,748
2020-03-29 02:00:00 EDT,55,3.3,738
2020-03-29 03:00:00 EDT,54,3.3,730
2020-03-29 04:00:00 EDT,53,3.5,732
2020-03-29 05:00:00 EDT,53,3.8,746
2020-03-29 06:00:00 EDT,56,4.2,772
2020-03-29 07:00:00 EDT,58,4.8,806
2020-03-29 08:00:00 EDT,71,3.9,850
2020-03-29 09:00:00 EDT,86,2.8,906
2020-03-29 10:00:00 EDT,91,3.1,950
2020-03-29 11:00:00 EDT,94,3.5,1001
2020-03-29 12:00:00 EDT,95,3.3,1035
2020-03-29 13:00:00 EDT,96,3.7,1034
2020-03-29 14:00:00 EDT,97,4.1,1028
2020-03-29 15:00:00 EDT,97,4.4,1031
2020-03-29 16:00:00 EDT,97,4.7,1059
2020-03-29 17:00:00 EDT,97,5,1083
2020-03-29 18:00:00 EDT,97,4.9,1050
2020-03-29 19:00:00 EDT,98,4.8,1022
2020-03-29 20:00:00 EDT,98,4.5,990
2020-03-29 21:00:00 EDT,98,4.4,949
2020-03-29 22:00:00 EDT,98,4.2,894
2020-03-29 23:00:00 EDT,98,4.5,834
2020-03-30 00:00:00 EDT,98,6.1,784
2020-03-30 01:00:00 EDT,89,8.1,748
2020-03-30 02:00:00 EDT,90,7.2,732
2020-03-30 03:00:00 EDT,94,6.2,725
2020-03-30 04:00:00 EDT,92,6.2,734
2020-03-30 05:00:00 EDT,92,5.7,771
2020-03-30 06:00:00 EDT,94,5.1,830
2020-03-30 07:00:00 EDT,94,5.3,883
2020-03-30 08:00:00 EDT,94,5.4,935
2020-03-30 09:00:00 EDT,95,6,971
2020-03-30 10:00:00 EDT,94,6.8,977
2020-03-30 11:00:00 EDT,93,7.5,980
2020-03-30 12:00:00 EDT,90,7.9,977
2020-03-30 13:00:00 EDT,84,8.3,985
2020-03-30 14:00:00 EDT,86,8.5,957
2020-03-30 15:00:00 EDT,93,8.2,968
2020-03-30 16:00:00 EDT,96,6.3,1015
2020-03-30 17:00:00 EDT,96,5.7,1053
2020-03-30 18:00:00 EDT,97,5.1,1045
2020-03-30 19:00:00 EDT,97,4.6,1076
2020-03-30 20:00:00 EDT,97,3.5,1053
2020-03-30 21:00:00 EDT,97,3,995
2020-03-30 22:00:00 EDT,97,2.7,943
2020-03-30 23:00:00 EDT,97,2.2,879
2020-03-31 00:00:00 EDT,97,1.8,834
2020-03-31 01:00:00 EDT,96,1.4,799
2020-03-31 02:00:00 EDT,96,1.2,764
2020-03-31 03:00:00 EDT,96,0.9,783
2020-03-31 04:00:00 EDT,95,1,792
2020-03-31 05:00:00 EDT,95,0.8,834
2020-03-31 06:00:00 EDT,94,0.4,908
2020-03-31 07:00:00 EDT,94,0.3,953
2020-03-31 08:00:00 EDT,90,0.8,973
2020-03-31 09:00:00 EDT,84,1.3,978
2020-03-31 10:00:00 EDT,77,1.5,972
2020-03-31 11:00:00 EDT,67,2.6,969
2020-03-31 12:00:00 EDT,54,3.7,942
2020-03-31 13:00:00 EDT,39,6.3,880
2020-03-31 14:00:00 EDT,33,7.3,857
2020-03-31 15:00:00 EDT,30,8,865
2020-03-31 16:00:00 EDT,33,8.4,903
2020-03-31 17:00:00 EDT,32,8.2,969
2020-03-31 18:00:00 EDT,31,6.6,988
2020-03-31 19:00:00 EDT,36,5,1023
2020-03-31 20:00:00 EDT,42,2.6,1041
2020-03-31 21:00:00 EDT,49,1.5,987
2020-03-31 22:00:00 EDT,49,1.6,929
2020-03-31 23:00:00 EDT,56,0.2,852
2020-04-01 00:00:00 EDT,63,-0.6,796
2020-04-01 01:00:00 EDT,58,0.8,790
2020-04-01 02:00:00 EDT,65,-1.4,762
2020-04-01 03:00:00 EDT,67,-1.2,767
2020-04-01 04:00:00 EDT,72,-1.9,770
2020-04-01 05:00:00 EDT,73,-2,813
2020-04-01 06:00:00 EDT,71,-1.7,910
2020-04-01 07:00:00 EDT,75,-2.2,950
2020-04-01 08:00:00 EDT,69,0.2,935
2020-04-01 09:00:00 EDT,64,2.1,895
2020-04-01 10:00:00 EDT,60,3,892
2020-04-01 11:00:00 EDT,57,3.8,911
2020-04-01 12:00:00 EDT,58,4.5,938
2020-04-01 13:00:00 EDT,53,4.8,924
2020-04-01 14:00:00 EDT,46,6.3,926
2020-04-01 15:00:00 EDT,47,6.2,941
2020-04-01 16:00:00 EDT,45,6.7,966
2020-04-01 17:00:00 EDT,44,6.5,1028
2020-04-01 18:00:00 EDT,46,6.3,1024
2020-04-01 19:00:00 EDT,50,5.5,1031
2020-04-01 20:00:00 EDT,54,4.7,1029
2020-04-01 21:00:00 EDT,56,4.5,978
2020-04-01 22:00:00 EDT,56,4.5,918
2020-04-01 23:00:00 EDT,55,4.5,846
2020-04-02 00:00:00 EDT,59,3.8,805
2020-04-02 01:00:00 EDT,71,1,776
2020-04-02 02:00:00 EDT,68,1.2,764
2020-04-02 03:00:00 EDT,75,-0.2,762
2020-04-02 04:00:00 EDT,81,-1,777
2020-04-02 05:00:00 EDT,82,-1.1,812
2020-04-02 06:00:00 EDT,77,0.9,888
2020-04-02 07:00:00 EDT,79,0.4,926
2020-04-02 08:00:00 EDT,75,2.4,928
2020-04-02 09:00:00 EDT,64,4,906
2020-04-02 10:00:00 EDT,60,4.6,862
2020-04-02 11:00:00 EDT,50,6.3,887
2020-04-02 12:00:00 EDT,45,8.1,911
2020-04-02 13:00:00 EDT,47,7.5,889
2020-04-02 14:00:00 EDT,46,8.5,894
2020-04-02 15:00:00 EDT,42,9.5,906
2020-04-02 16:00:00 EDT,40,10.2,956
2020-04-02 17:00:00 EDT,41,10.4,988
2020-04-02 18:00:00 EDT,41,9.7,994
2020-04-02 19:00:00 EDT,50,8.2,1017
2020-04-02 20:00:00 EDT,53,7.7,1026
2020-04-02 21:00:00 EDT,61,6.8,976
2020-04-02 22:00:00 EDT,75,5.4,904
2020-04-02 23:00:00 EDT,80,4.7,827
2020-04-03 00:00:00 EDT,84,4.2,787
2020-04-03 01:00:00 EDT,85,4.2,760
2020-04-03 02:00:00 EDT,87,4.1,755
2020-04-03 03:00:00 EDT,91,3.8,760
2020-04-03 04:00:00 EDT,92,3.8,771
2020-04-03 05:00:00 EDT,94,4,796
2020-04-03 06:00:00 EDT,94,4.5,856
2020-04-03 07:00:00 EDT,95,4.6,917
2020-04-03 08:00:00 EDT,95,4.8,957
2020-04-03 09:00:00 EDT,94,5.5,982
2020-04-03 10:00:00 EDT,93,6.3,980
2020-04-03 11:00:00 EDT,92,7,993
2020-04-03 12:00:00 EDT,91,7.8,994
2020-04-03 13:00:00 EDT,86,8,962
2020-04-03 14:00:00 EDT,79,9.2,959
2020-04-03 15:00:00 EDT,74,9.3,930
2020-04-03 16:00:00 EDT,78,9.4,957
2020-04-03 17:00:00 EDT,71,9.8,996
2020-04-03 18:00:00 EDT,73,9.6,986
2020-04-03 19:00:00 EDT,83,8.7,970
2020-04-03 20:00:00 EDT,83,8.1,959
2020-04-03 21:00:00 EDT,78,7.9,906
2020-04-03 22:00:00 EDT,66,8.1,849
2020-04-03 23:00:00 EDT,64,7.8,786
2020-04-04 00:00:00 EDT,63,7.5,741
2020-04-04 01:00:00 EDT,67,5.9,709
2020-04-04 02:00:00 EDT,76,3.9,690
2020-04-04 03:00:00 EDT,75,4.3,682
2020-04-04 04:00:00 EDT,76,4.4,683
2020-04-04 05:00:00 EDT,75,3.2,700
2020-04-04 06:00:00 EDT,78,3.1,730
2020-04-04 07:00:00 EDT,79,3.6,742
2020-04-04 08:00:00 EDT,71,5.4,738
2020-04-04 09:00:00 EDT,66,6.7,742
2020-04-04 10:00:00 EDT,65,8.3,762
2020-04-04 11:00:00 EDT,60,9.4,766
2020-04-04 12:00:00 EDT,55,11.1,759
2020-04-04 13:00:00 EDT,52,11.7,749
2020-04-04 14:00:00 EDT,48,13.3,733
2020-04-04 15:00:00 EDT,46,13.9,738
2020-04-04 16:00:00 EDT,49,13.6,788
2020-04-04 17:00:00 EDT,48,13.8,856
2020-04-04 18:00:00 EDT,48,13.3,890
2020-04-04 19:00:00 EDT,52,12.8,903
2020-04-04 20:00:00 EDT,62,10,909
2020-04-04 21:00:00 EDT,62,9.8,864
2020-04-04 22:00:00 EDT,66,9.6,807
2020-04-04 23:00:00 EDT,65,9.7,749
2020-04-05 00:00:00 EDT,66,9.3,699
2020-04-05 01:00:00 EDT,70,9.3,673
2020-04-05 02:00:00 EDT,76,9,662
2020-04-05 03:00:00 EDT,79,8.6,656
2020-04-05 04:00:00 EDT,82,8,666
2020-04-05 05:00:00 EDT,84,7.4,677
2020-04-05 06:00:00 EDT,86,7.4,698
2020-04-05 07:00:00 EDT,88,7.1,721
2020-04-05 08:00:00 EDT,93,6.9,770
2020-04-05 09:00:00 EDT,93,7.5,820
2020-04-05 10:00:00 EDT,91,7.9,860
2020-04-05 11:00:00 EDT,95,7.8,891
2020-04-05 12:00:00 EDT,96,7.9,911
2020-04-05 13:00:00 EDT,95,7.8,896
2020-04-05 14:00:00 EDT,89,8.3,868
2020-04-05 15:00:00 EDT,78,9.9,864
2020-04-05 16:00:00 EDT,73,9.6,888
2020-04-05 17:00:00 EDT,66,9.2,919
2020-04-05 18:00:00 EDT,61,9.4,916
2020-04-05 19:00:00 EDT,61,8.1,918
2020-04-05 20:00:00 EDT,65,6.4,940
2020-04-05 21:00:00 EDT,67,4.8,895
2020-04-05 22:00:00 EDT,70,4.1,835
2020-04-05 23:00:00 EDT,67,3.7,777
2020-04-06 00:00:00 EDT,73,1.7,731
2020-04-06 01:00:00 EDT,72,1.1,699
2020-04-06 02:00:00 EDT,74,-0.2,691
2020-04-06 03:00:00 EDT,78,0.1,688
2020-04-06 04:00:00 EDT,71,-0.5,703
2020-04-06 05:00:00 EDT,72,-0.4,748
2020-04-06 06:00:00 EDT,79,-1.4,812
2020-04-06 07:00:00 EDT,80,-2,845
2020-04-06 08:00:00 EDT,74,0.6,842
2020-04-06 09:00:00 EDT,59,4.3,816
2020-04-06 10:00:00 EDT,46,6.7,803
2020-04-06 11:00:00 EDT,40,9.5,800
2020-04-06 12:00:00 EDT,25,11.2,806
2020-04-06 13:00:00 EDT,25,12.3,782
2020-04-06 14:00:00 EDT,23,13.3,770
2020-04-06 15:00:00 EDT,24,14,783
2020-04-06 16:00:00 EDT,20,14.2,821
2020-04-06 17:00:00 EDT,21,13.9,889
2020-04-06 18:00:00 EDT,21,12.7,902
2020-04-06 19:00:00 EDT,24,10.9,925
2020-04-06 20:00:00 EDT,30,8.8,932
2020-04-06 21:00:00 EDT,34,8,883
2020-04-06 22:00:00 EDT,40,5.9,829
2020-04-06 23:00:00 EDT,49,2.5,760
2020-04-07 00:00:00 EDT,46,3.9,713
2020-04-07 01:00:00 EDT,53,2.1,689
2020-04-07 02:00:00 EDT,43,4.4,676
2020-04-07 03:00:00 EDT,50,2,678
2020-04-07 04:00:00 EDT,58,0.7,689
2020-04-07 05:00:00 EDT,62,-0.4,727
2020-04-07 06:00:00 EDT,64,0.4,795
2020-04-07 07:00:00 EDT,64,0.2,826
2020-04-07 08:00:00 EDT,56,2.6,817
2020-04-07 09:00:00 EDT,46,5.4,793
2020-04-07 10:00:00 EDT,37,7.9,779
2020-04-07 11:00:00 EDT,29,9.9,788
2020-04-07 12:00:00 EDT,24,11.2,796
2020-04-07 13:00:00 EDT,24,12.2,781
2020-04-07 14:00:00 EDT,24,11.9,773
2020-04-07 15:00:00 EDT,24,12.4,779
2020-04-07 16:00:00 EDT,23,12,814
2020-04-07 17:00:00 EDT,24,12.5,889
2020-04-07 18:00:00 EDT,23,11.7,909
2020-04-07 19:00:00 EDT,26,10.1,919
2020-04-07 20:00:00 EDT,26,9.7,926
2020-04-07 21:00:00 EDT,36,7.2,881
2020-04-07 22:00:00 EDT,36,6,823
2020-04-07 23:00:00 EDT,36,6.5,752
2020-04-08 00:00:00 EDT,43,5.2,715
2020-04-08 01:00:00 EDT,36,5.2,693
2020-04-08 02:00:00 EDT,49,2,683
2020-04-08 03:00:00 EDT,46,2.1,674
2020-04-08 04:00:00 EDT,50,1.8,697
2020-04-08 05:00:00 EDT,61,1.1,725
2020-04-08 06:00:00 EDT,60,1.2,784
2020-04-08 07:00:00 EDT,59,1.1,839
2020-04-08 08:00:00 EDT,58,1.2,890
2020-04-08 09:00:00 EDT,55,2,899
2020-04-08 10:00:00 EDT,52,2.8,902
2020-04-08 11:00:00 EDT,51,3.4,914
2020-04-08 12:00:00 EDT,48,4.3,927
2020-04-08 13:00:00 EDT,47,5.5,892
2020-04-08 14:00:00 EDT,43,7.1,870
2020-04-08 15:00:00 EDT,39,7.2,882
2020-04-08 16:00:00 EDT,38,7.7,923
2020-04-08 17:00:00 EDT,37,7.7,975
2020-04-08 18:00:00 EDT,39,7.6,963
2020-04-08 19:00:00 EDT,43,7.1,959
2020-04-08 20:00:00 EDT,47,6.4,946
2020-04-08 21:00:00 EDT,46,6.2,895
2020-04-08 22:00:00 EDT,51,5.8,828
2020-04-08 23:00:00 EDT,53,5.5,768
2020-04-09 00:00:00 EDT,54,5.5,726
2020-04-09 01:00:00 EDT,54,5.3,697
2020-04-09 02:00:00 EDT,70,5.2,680
2020-04-09 03:00:00 EDT,71,4.8,687
2020-04-09 04:00:00 EDT,82,4.5,705
2020-04-09 05:00:00 EDT,86,4.6,735
2020-04-09 06:00:00 EDT,89,4.8,793
2020-04-09 07:00:00 EDT,91,4.1,865
2020-04-09 08:00:00 EDT,95,4.2,916
2020-04-09 09:00:00 EDT,96,4.3,944
2020-04-09 10:00:00 EDT,97,3,979
2020-04-09 11:00:00 EDT,96,2.5,996
2020-04-09 12:00:00 EDT,96,1.1,1001
2020-04-09 13:00:00 EDT,97,1.2,964
2020-04-09 14:00:00 EDT,96,3.1,967
2020-04-09 15:00:00 EDT,85,4.2,954
2020-04-09 16:00:00 EDT,72,5.2,954
2020-04-09 17:00:00 EDT,57,6,965
2020-04-09 18:00:00 EDT,54,6.2,939
2020-04-09 19:00:00 EDT,55,5.3,955
2020-04-09 20:00:00 EDT,75,3.2,962
2020-04-09 21:00:00 EDT,74,3.3,927
2020-04-09 22:00:00 EDT,89,1.7,875
2020-04-09 23:00:00 EDT,91,1.2,813
2020-04-10 00:00:00 EDT,88,0.9,778
2020-04-10 01:00:00 EDT,85,1.2,750
2020-04-10 02:00:00 EDT,84,1.1,734
2020-04-10 03:00:00 EDT,84,0.9,727
2020-04-10 04:00:00 EDT,83,0.9,733
2020-04-10 05:00:00 EDT,92,0.2,761
2020-04-10 06:00:00 EDT,94,0.3,796
2020-04-10 07:00:00 EDT,94,0.6,815
2020-04-10 08:00:00 EDT,94,0.8,844
2020-04-10 09:00:00 EDT,92,1.8,862
2020-04-10 10:00:00 EDT,87,2.5,879
2020-04-10 11:00:00 EDT,83,3.3,892
2020-04-10 12:00:00 EDT,74,4.2,914
2020-04-10 13:00:00 EDT,73,4,907
2020-04-10 14:00:00 EDT,67,4.5,898
2020-04-10 15:00:00 EDT,64,4.4,911
2020-04-10 16:00:00 EDT,65,4.2,955
2020-04-10 17:00:00 EDT,65,3.6,1017
2020-04-10 18:00:00 EDT,60,4.1,997
2020-04-10 19:00:00 EDT,55,4,983
2020-04-10 20:00:00 EDT,56,3.8,964
2020-04-10 21:00:00 EDT,60,3.5,922
2020-04-10 22:00:00 EDT,60,2.4,863
2020-04-10 23:00:00 EDT,62,0.9,810
2020-04-11 00:00:00 EDT,62,0.1,773
2020-04-11 01:00:00 EDT,58,0.5,748
2020-04-11 02:00:00 EDT,54,-0.1,739
2020-04-11 03:00:00 EDT,58,-0.7,737
2020-04-11 04:00:00 EDT,64,-1,744
2020-04-11 05:00:00 EDT,69,-1.9,757
2020-04-11 06:00:00 EDT,70,-1.8,776
2020-04-11 07:00:00 EDT,68,-1.7,791
2020-04-11 08:00:00 EDT,67,-0.8,782
2020-04-11 09:00:00 EDT,62,0.3,769
2020-04-11 10:00:00 EDT,53,2.2,824
2020-04-11 11:00:00 EDT,46,3.1,854
2020-04-11 12:00:00 EDT,48,3.5,855
2020-04-11 13:00:00 EDT,44,4.5,836
2020-04-11 14:00:00 EDT,38,6.1,815
2020-04-11 15:00:00 EDT,35,6.7,804
2020-04-11 16:00:00 EDT,31,6.7,846
2020-04-11 17:00:00 EDT,27,7.7,907
2020-04-11 18:00:00 EDT,28,7,921
2020-04-11 19:00:00 EDT,33,6.4,930
2020-04-11 20:00:00 EDT,38,3.8,946
2020-04-11 21:00:00 EDT,42,3.2,903
2020-04-11 22:00:00 EDT,46,2.8,854
2020-04-11 23:00:00 EDT,54,1.7,809
2020-04-12 00:00:00 EDT,53,0.9,776
2020-04-12 01:00:00 EDT,57,0.5,751
2020-04-12 02:00:00 EDT,58,-0.1,730
2020-04-12 03:00:00 EDT,63,-0.5,725
2020-04-12 04:00:00 EDT,71,-0.8,727
2020-04-12 05:00:00 EDT,78,-0.8,741
2020-04-12 06:00:00 EDT,83,-1.9,757
2020-04-12 07:00:00 EDT,85,0.4,760
2020-04-12 08:00:00 EDT,78,2.5,758
2020-04-12 09:00:00 EDT,62,5.2,793
2020-04-12 10:00:00 EDT,44,8.7,827
2020-04-12 11:00:00 EDT,48,8.4,884
2020-04-12 12:00:00 EDT,49,8.2,880
2020-04-12 13:00:00 EDT,46,9.4,862
2020-04-12 14:00:00 EDT,46,9.8,882
2020-04-12 15:00:00 EDT,45,10.7,890
2020-04-12 16:00:00 EDT,40,11.8,909
2020-04-12 17:00:00 EDT,41,11.9,948
2020-04-12 18:00:00 EDT,45,11.7,920
2020-04-12 19:00:00 EDT,50,10.9,907
2020-04-12 20:00:00 EDT,54,9.9,907
2020-04-12 21:00:00 EDT,54,9.7,867
2020-04-12 22:00:00 EDT,52,9.6,812
2020-04-12 23:00:00 EDT,52,9.2,763
2020-04-13 00:00:00 EDT,53,9,730
2020-04-13 01:00:00 EDT,55,8.7,701
2020-04-13 02:00:00 EDT,55,8.9,685
2020-04-13 03:00:00 EDT,56,8.9,676
2020-04-13 04:00:00 EDT,68,7.9,690
