date,month,year,day,name,open,close,high,low,volume,volume_type
2015-09-02,9,2015,2,AMZN,505.09,510.55,510.86,497.72,3707116,medium
2015-09-02,9,2015,2,AAPL,110.23,112.34,112.34,109.13,61888812,medium
2015-09-02,9,2015,2,MSFT,42.36,43.36,43.38,41.88,37671518,medium
2015-09-02,9,2015,2,GOOGL,638,644.91,645.06,630.64,1881489,medium
2015-09-03,9,2015,3,FB,89.76,88.15,89.82,87.73,27048198,medium
2015-09-03,9,2015,3,AMZN,514.5,504.72,515.84,502.57,3149694,medium
2015-09-03,9,2015,3,AAPL,112.49,110.37,112.78,110.04,53233940,medium
2015-09-03,9,2015,3,GOOGL,647.93,637.05,651.25,633.81,1728562,medium
2015-09-03,9,2015,3,MSFT,43.41,43.5,43.98,43.28,28285205,medium
2015-09-04,9,2015,4,FB,87.2,88.26,88.39,86.7,27328667,medium
2015-09-04,9,2015,4,AMZN,497.65,499,502.85,495.64,2692510,medium
2015-09-04,9,2015,4,AAPL,108.97,109.27,110.45,108.51,49996311,medium
2015-09-04,9,2015,4,GOOGL,629.7,628.96,634.5,626.5,2024990,medium
2015-09-04,9,2015,4,MSFT,42.81,42.61,43.04,42.2,37138775,medium
2015-09-08,9,2015,8,AMZN,508.69,517.54,518.35,508.51,3810653,medium
2015-09-08,9,2015,8,FB,89.69,89.53,90.24,88.83,27012543,medium
2015-09-08,9,2015,8,MSFT,43.3,43.89,44,43.2,32469766,medium
2015-09-08,9,2015,8,AAPL,111.65,112.31,112.56,110.32,54843626,medium
2015-09-08,9,2015,8,GOOGL,641,643.88,645.04,632.9,1954648,medium
2015-09-09,9,2015,9,FB,90.78,90.44,91.98,90.17,32551123,medium
2015-09-09,9,2015,9,AMZN,524,516.89,529.95,515.06,4370657,medium
2015-09-09,9,2015,9,GOOGL,651.88,643.41,657.36,640.9,2048908,medium
2015-09-09,9,2015,9,AAPL,113.76,110.15,114.02,109.77,85010804,high
2015-09-09,9,2015,9,MSFT,44.21,43.07,44.4,42.91,33469485,medium
2015-09-10,9,2015,10,FB,90.07,91.98,92.06,89.63,26437398,medium
2015-09-10,9,2015,10,GOOGL,643.9,651.08,654.9,641.7,1392481,medium
2015-09-10,9,2015,10,AMZN,515.15,522.24,526.13,514.78,2575982,medium
2015-09-10,9,2015,10,AAPL,110.27,112.57,113.28,109.9,62892831,medium
2015-09-10,9,2015,10,MSFT,43.12,43.29,43.79,42.75,31366630,medium
2015-09-11,9,2015,11,AMZN,521.07,529.44,529.44,520.61,3227862,medium
2015-09-11,9,2015,11,FB,91.68,92.05,92.08,91.13,21185049,medium
2015-09-11,9,2015,11,AAPL,111.79,114.21,114.21,111.76,49915473,medium
2015-09-11,9,2015,11,MSFT,43.14,43.48,43.59,42.94,27132527,medium
2015-09-11,9,2015,11,GOOGL,650.21,655.3,655.31,647.41,1744615,medium
2015-09-14,9,2015,14,AMZN,529.44,521.38,532.45,518.58,3130241,medium
2015-09-14,9,2015,14,AAPL,116.58,115.31,116.89,114.86,58363431,medium
2015-09-14,9,2015,14,FB,92.31,92.31,92.62,91.6,20127871,medium
2015-09-14,9,2015,14,MSFT,43.43,43.04,43.44,42.86,23656048,medium
2015-09-14,9,2015,14,GOOGL,655.63,652.47,655.92,649.5,1497627,medium
2015-09-15,9,2015,15,AAPL,115.93,116.28,116.53,114.42,43341155,medium
2015-09-15,9,2015,15,AMZN,523.25,522.37,527.92,517.2,2865933,medium
2015-09-15,9,2015,15,GOOGL,656.71,665.07,668.85,653.34,1777320,medium
2015-09-15,9,2015,15,FB,92.37,92.9,93.25,91.79,18859351,medium
2015-09-15,9,2015,15,MSFT,43.19,43.98,44.29,43.08,28882206,medium
2015-09-16,9,2015,16,AAPL,116.25,116.41,116.54,115.44,37173489,medium
2015-09-16,9,2015,16,GOOGL,665.55,665.52,668.07,662.2,1312598,medium
2015-09-16,9,2015,16,AMZN,521.98,527.39,528.3,518.52,2252790,medium
2015-09-16,9,2015,16,FB,92.9,93.45,93.6,92.63,16321193,medium
2015-09-16,9,2015,16,MSFT,43.97,44.3,44.38,43.84,23372162,medium
2015-09-17,9,2015,17,AAPL,115.66,113.92,116.49,113.72,64112641,medium
2015-09-17,9,2015,17,MSFT,44.29,44.25,45,44.08,32768161,medium
2015-09-17,9,2015,17,GOOGL,667.49,671.67,681.99,665,2387605,medium
2015-09-17,9,2015,17,AMZN,526.98,538.87,546.97,526.57,4169484,medium
2015-09-17,9,2015,17,FB,93.37,94.34,95.51,92.9,27841803,medium
2015-09-18,9,2015,18,FB,93.2,94.4,95.19,93.05,62299984,high
2015-09-18,9,2015,18,MSFT,43.5,43.48,43.99,43.33,63143684,high
2015-09-18,9,2015,18,AAPL,112.21,113.45,114.3,111.87,74285291,high
2015-09-18,9,2015,18,GOOGL,665.06,660.92,669.84,660.03,3627210,medium
2015-09-18,9,2015,18,AMZN,534.62,540.26,546.24,531.35,6160075,medium
2015-09-21,9,2015,21,GOOGL,665.51,666.98,669,658,1954667,medium
2015-09-21,9,2015,21,MSFT,43.62,44.11,44.47,43.6,26177224,medium
2015-09-21,9,2015,21,FB,94.62,95.55,96.49,94.52,28789973,medium
2015-09-21,9,2015,21,AMZN,544.33,548.39,549.78,539.59,3283313,medium
2015-09-21,9,2015,21,AAPL,113.67,115.21,115.37,113.66,50221965,medium
2015-09-22,9,2015,22,AAPL,113.38,113.4,114.18,112.52,50346159,medium
2015-09-22,9,2015,22,GOOGL,657.47,653.2,658.82,645.03,2718081,medium
2015-09-22,9,2015,22,MSFT,43.38,43.9,44.05,43.31,28085903,medium
2015-09-22,9,2015,22,FB,93.77,92.96,94.68,91.92,36888893,medium
2015-09-22,9,2015,22,AMZN,539.71,538.4,543.55,532.66,3841748,medium
2015-09-23,9,2015,23,GOOGL,652.9,653.29,660.28,650.73,1457995,medium
2015-09-23,9,2015,23,AAPL,113.63,114.32,114.72,113.3,35756716,medium
2015-09-23,9,2015,23,FB,93.4,93.97,94.32,92.8,21701427,medium
2015-09-23,9,2015,23,AMZN,538.3,536.07,541.21,534,2237571,medium
2015-09-23,9,2015,23,MSFT,43.93,43.87,44.17,43.51,17145238,medium
2015-09-24,9,2015,24,AAPL,113.25,115,115.5,112.37,50219475,medium
2015-09-24,9,2015,24,GOOGL,648.97,654.91,656.77,642.17,1934639,medium
2015-09-24,9,2015,24,FB,93.06,94.41,94.77,92.24,29105964,medium
2015-09-24,9,2015,24,AMZN,530.55,533.75,534.56,522.87,3500964,medium
2015-09-24,9,2015,24,MSFT,43.45,43.91,44.13,43.27,27905607,medium
2015-09-25,9,2015,25,FB,95.79,92.77,95.85,92.06,28961622,medium
2015-09-25,9,2015,25,AAPL,116.44,114.71,116.69,114.02,56151926,medium
2015-09-25,9,2015,25,AMZN,542.57,524.25,542.8,521.4,4030998,medium
2015-09-25,9,2015,25,MSFT,44.48,43.94,44.73,43.76,29384601,medium
2015-09-25,9,2015,25,GOOGL,658.58,640.15,658.58,639.66,2423992,medium
2015-09-28,9,2015,28,AAPL,113.85,112.44,114.57,112.44,52109011,medium
2015-09-28,9,2015,28,MSFT,43.83,43.29,44.09,43.21,27613785,medium
2015-09-28,9,2015,28,AMZN,520.02,504.06,520.28,494.33,5434532,medium
2015-09-28,9,2015,28,GOOGL,639.05,624.25,642.85,617.84,2382300,medium
2015-09-28,9,2015,28,FB,92.08,89.21,92.29,88.18,41199870,medium
2015-09-29,9,2015,29,MSFT,43.37,43.44,43.57,43.05,32763557,medium
2015-09-29,9,2015,29,AAPL,112.83,109.06,113.51,107.86,73365384,high
2015-09-29,9,2015,29,FB,89.1,86.67,90.06,85.72,42281838,medium
2015-09-29,9,2015,29,AMZN,506,496.07,511.48,490.5,4457532,medium
2015-09-29,9,2015,29,GOOGL,625.5,622.61,634.68,618.03,2106466,medium
2015-09-30,9,2015,30,AMZN,505.44,511.89,512.8,501.67,4004681,medium
2015-09-30,9,2015,30,AAPL,110.17,110.3,111.54,108.73,66473033,medium
2015-09-30,9,2015,30,GOOGL,631.83,638.37,639.31,629.15,2647655,medium
2015-09-30,9,2015,30,FB,88.44,89.9,90.02,88.01,36169146,medium
2015-09-30,9,2015,30,MSFT,43.88,44.26,44.3,43.66,34958880,medium
2015-10-01,10,2015,1,GOOGL,637.94,642,643.84,631.12,2125315,medium
2015-10-01,10,2015,1,AMZN,511,520.72,520.8,506,3768483,medium
2015-10-01,10,2015,1,MSFT,44.75,44.61,44.75,43.75,28657859,medium
2015-10-01,10,2015,1,FB,90.05,90.95,90.95,88.36,29283652,medium
2015-10-01,10,2015,1,AAPL,109.07,109.58,109.62,107.31,63929100,medium
2015-10-02,10,2015,2,AAPL,108.01,110.38,111.01,107.55,58019758,medium
2015-10-02,10,2015,2,MSFT,44.27,45.57,45.57,43.92,41839035,medium
2015-10-02,10,2015,2,AMZN,512.99,532.54,532.6,508.1,4597795,medium
2015-10-02,10,2015,2,FB,88.9,92.07,92.2,88.37,37881652,medium
2015-10-02,10,2015,2,GOOGL,638.01,656.99,658.26,633.5,2439435,medium
2015-10-05,10,2015,5,FB,92.94,94.01,94.27,92.66,27292517,medium
2015-10-05,10,2015,5,AAPL,109.88,110.78,111.37,109.07,52064743,medium
2015-10-05,10,2015,5,MSFT,45.75,46.63,46.89,45.7,34369286,medium
2015-10-05,10,2015,5,GOOGL,661.6,671.68,673.03,655.87,1898012,medium
2015-10-05,10,2015,5,AMZN,536.99,543.68,545.91,536,3391359,medium
2015-10-06,10,2015,6,AAPL,110.63,111.31,111.74,109.77,48856977,medium
2015-10-06,10,2015,6,MSFT,46.33,46.75,47.18,46.22,27510808,medium
2015-10-06,10,2015,6,AMZN,545.5,537.48,551.5,533.33,4547519,medium
2015-10-06,10,2015,6,FB,94.08,92.8,94.17,92.34,22488275,medium
2015-10-06,10,2015,6,GOOGL,669.35,671.64,678.8,663.08,2157409,medium
2015-10-07,10,2015,7,MSFT,47.1,46.8,47.35,45.95,27711492,medium
2015-10-07,10,2015,7,AMZN,541.79,541.94,542,529,3812087,medium
2015-10-07,10,2015,7,FB,93.11,92.4,93.66,91.37,24129277,medium
2015-10-07,10,2015,7,AAPL,111.74,110.78,111.77,109.41,46765550,medium
2015-10-07,10,2015,7,GOOGL,677.4,670,678.74,658.11,2217672,medium
2015-10-08,10,2015,8,MSFT,46.56,47.45,47.52,46.5,33772709,medium
2015-10-08,10,2015,8,AMZN,536.71,533.16,539.39,519.89,4676440,medium
2015-10-08,10,2015,8,FB,91.89,92.47,93.22,90.47,27290523,medium
2015-10-08,10,2015,8,AAPL,110.19,109.5,110.19,108.21,61979577,medium
2015-10-08,10,2015,8,GOOGL,669.45,667,671.89,654.49,1965397,medium
2015-10-09,10,2015,9,AAPL,110,112.12,112.28,109.49,52766140,medium
2015-10-09,10,2015,9,GOOGL,667.49,671.24,674.09,662.36,1606178,medium
2015-10-09,10,2015,9,FB,92.9,93.24,93.74,92.24,20012911,medium
2015-10-09,10,2015,9,AMZN,534.48,539.8,541.79,530.27,3537364,medium
2015-10-09,10,2015,9,MSFT,47.45,47.11,47.54,46.92,28600632,medium
2015-10-12,10,2015,12,FB,93.32,94.26,94.6,92.67,18449562,medium
2015-10-12,10,2015,12,AMZN,539.96,550.19,550.82,539.8,2776103,medium
2015-10-12,10,2015,12,MSFT,46.98,47,47.07,46.5,19769066,medium
2015-10-12,10,2015,12,AAPL,112.73,111.6,112.75,111.44,30467204,medium
2015-10-12,10,2015,12,GOOGL,669.19,676.43,677.98,667.24,1334225,medium
2015-10-13,10,2015,13,AMZN,546.26,548.9,553.2,543.1,2938044,medium
2015-10-13,10,2015,13,MSFT,46.56,46.89,47.13,46.56,19987816,medium
2015-10-13,10,2015,13,AAPL,110.82,111.79,112.45,110.68,33049256,medium
2015-10-13,10,2015,13,GOOGL,674.26,683.17,688.46,673.11,2122338,medium
2015-10-13,10,2015,13,FB,93.66,94.12,95.37,93.55,19480347,medium
2015-10-14,10,2015,14,MSFT,46.65,46.68,47.1,46.53,24697766,medium
2015-10-14,10,2015,14,FB,94.08,94.07,95.2,93.61,19253351,medium
2015-10-14,10,2015,14,AAPL,111.29,110.21,111.52,109.56,44462449,medium
2015-10-14,10,2015,14,AMZN,551.34,544.83,552.25,539.68,3582060,medium
2015-10-14,10,2015,14,GOOGL,683.73,680.41,690.04,678.9,1564582,medium
2015-10-15,10,2015,15,FB,94.99,95.96,96.3,94.9,27557516,medium
2015-10-15,10,2015,15,AAPL,110.93,111.86,112.1,110.49,37673452,medium
2015-10-15,10,2015,15,AMZN,547.75,562.44,563,547,4937034,medium
2015-10-15,10,2015,15,MSFT,47.01,47.01,47.03,46.53,27189370,medium
2015-10-15,10,2015,15,GOOGL,685.25,693.02,694.16,684.39,2357829,medium
2015-10-16,10,2015,16,FB,96.18,97.54,97.59,95.35,25412856,medium
2015-10-16,10,2015,16,MSFT,47.02,47.51,47.54,46.9,26450334,medium
2015-10-16,10,2015,16,AAPL,111.78,111.04,112,110.53,39232609,medium
2015-10-16,10,2015,16,AMZN,565.27,570.76,570.94,560.31,4315792,medium
2015-10-16,10,2015,16,GOOGL,695.4,695.32,696.22,689.1,1815759,medium
2015-10-19,10,2015,19,AAPL,110.8,111.73,111.75,110.11,29759153,medium
2015-10-19,10,2015,19,GOOGL,694,699.95,700.24,692.21,1508585,medium
2015-10-19,10,2015,19,MSFT,47.42,47.62,47.88,47.02,29387581,medium
2015-10-19,10,2015,19,FB,97.18,98.47,98.57,96.92,23729924,medium
2015-10-19,10,2015,19,AMZN,570.76,573.15,579,567.38,4375420,medium
2015-10-20,10,2015,20,AAPL,111.34,113.77,114.17,110.82,48967763,medium
2015-10-20,10,2015,20,AMZN,572,560.88,573,555.28,4346209,medium
2015-10-20,10,2015,20,GOOGL,697.89,680,698,673.68,2621719,medium
2015-10-20,10,2015,20,FB,98.73,97,99.59,96.56,30881777,medium
2015-10-20,10,2015,20,MSFT,47.44,47.77,47.81,47.02,30802235,medium
2015-10-21,10,2015,21,MSFT,47.92,47.2,47.99,47.11,25264710,medium
2015-10-21,10,2015,21,GOOGL,683.21,671.8,684.9,670.7,1608436,medium
2015-10-21,10,2015,21,AAPL,114,113.76,115.58,113.7,42326974,medium
2015-10-21,10,2015,21,AMZN,563.87,555.77,565.25,552.52,3361655,medium
2015-10-21,10,2015,21,FB,97.37,97.11,98.18,96.47,22003730,medium
2015-10-22,10,2015,22,AAPL,114.33,115.5,115.5,114.1,41654089,medium
2015-10-22,10,2015,22,AMZN,562.7,563.91,569.15,556.67,7779372,medium
2015-10-22,10,2015,22,FB,97.79,99.67,99.73,97.55,26392075,medium
2015-10-22,10,2015,22,GOOGL,675.44,681.14,688.05,671.7,4431595,high
2015-10-22,10,2015,22,MSFT,47.53,48.03,48.95,47.09,56637074,medium
2015-10-23,10,2015,23,FB,101.91,102.19,102.85,100.16,42809661,medium
2015-10-23,10,2015,23,MSFT,52.3,52.87,54.07,52.25,135227059,high
2015-10-23,10,2015,23,GOOGL,750.06,719.33,752.5,717.94,6336319,high
2015-10-23,10,2015,23,AMZN,617.68,599.03,619.45,595.36,10692667,high
2015-10-23,10,2015,23,AAPL,116.7,119.08,119.23,116.33,59366914,medium
2015-10-26,10,2015,26,AAPL,118.08,115.28,118.13,114.92,66333781,medium
2015-10-26,10,2015,26,AMZN,602.3,608.61,609.85,596.29,4269715,medium
2015-10-26,10,2015,26,FB,102.2,103.77,103.81,101.55,25961212,medium
2015-10-26,10,2015,26,MSFT,52.53,54.25,54.32,52.5,64633324,high
2015-10-26,10,2015,26,GOOGL,720.02,731.12,734.95,720.02,2438847,medium
2015-10-27,10,2015,27,FB,102.94,103.7,104.1,102.4,23795472,medium
2015-10-27,10,2015,27,MSFT,53.99,53.69,54.37,53.58,50999907,medium
2015-10-27,10,2015,27,AAPL,115.4,114.55,116.54,113.99,69884400,medium
2015-10-27,10,2015,27,AMZN,608.6,611.01,614.71,605.53,3787136,medium
2015-10-27,10,2015,27,GOOGL,726.57,732.82,735.96,724.14,1938916,medium
2015-10-28,10,2015,28,AMZN,612.3,617.1,617.23,609.5,3926200,medium
2015-10-28,10,2015,28,GOOGL,733,736.92,737.37,727.27,1980154,medium
2015-10-28,10,2015,28,FB,103.9,104.2,104.48,102.92,24081515,medium
2015-10-28,10,2015,28,MSFT,53.54,53.98,53.98,52.86,47000753,medium
2015-10-28,10,2015,28,AAPL,116.93,119.27,119.3,116.06,85551352,high
2015-10-29,10,2015,29,AMZN,617.7,626.55,627.54,615.39,3896026,medium
2015-10-29,10,2015,29,FB,103.96,104.88,105.12,103.52,20316691,medium
2015-10-29,10,2015,29,AAPL,118.7,120.53,120.69,118.27,51227334,medium
2015-10-29,10,2015,29,GOOGL,736.63,744.85,746.79,735.16,1825957,medium
2015-10-29,10,2015,29,MSFT,53.54,53.36,53.83,53.22,30202078,medium
2015-10-30,10,2015,30,FB,104.51,101.97,104.72,101.65,33487104,medium
2015-10-30,10,2015,30,GOOGL,745.56,737.39,746.31,736.53,1999161,medium
2015-10-30,10,2015,30,AMZN,626.01,625.9,630.72,625.28,3874363,medium
2015-10-30,10,2015,30,AAPL,120.99,119.5,121.22,119.45,49365254,medium
2015-10-30,10,2015,30,MSFT,53.32,52.64,53.99,52.62,46619761,medium
2015-11-02,11,2015,2,FB,102.46,103.31,103.47,101.18,24003944,medium
2015-11-02,11,2015,2,GOOGL,737.88,747.74,748.18,731.45,1995708,medium
2015-11-02,11,2015,2,AAPL,119.87,121.18,121.36,119.61,32203267,medium
2015-11-02,11,2015,2,AMZN,627.13,628.35,628.63,620.41,2816479,medium
2015-11-02,11,2015,2,MSFT,52.85,53.24,53.36,52.62,30284982,medium
2015-11-03,11,2015,3,MSFT,52.93,54.15,54.39,52.9,36596931,medium
2015-11-03,11,2015,3,AAPL,120.79,122.57,123.49,120.7,45518976,medium
2015-11-03,11,2015,3,GOOGL,745.43,748.82,751.7,741.16,1815300,medium
2015-11-03,11,2015,3,AMZN,629.53,625.31,629.89,622,3246910,medium
2015-11-03,11,2015,3,FB,103.22,102.58,103.65,102.4,21242341,medium
2015-11-04,11,2015,4,AAPL,123.13,122,123.82,121.62,44886050,medium
2015-11-04,11,2015,4,GOOGL,749.9,755.31,759.9,749.2,2091999,medium
2015-11-04,11,2015,4,FB,103.19,103.94,104.14,102.48,43469308,medium
2015-11-04,11,2015,4,MSFT,54.18,54.4,54.88,54.06,37087849,medium
2015-11-04,11,2015,4,AMZN,627.76,640.95,645.93,627.35,4840501,medium
2015-11-05,11,2015,5,FB,108.8,108.76,110.65,107.95,63232861,high
2015-11-05,11,2015,5,AAPL,121.85,120.92,122.69,120.18,39552680,medium
2015-11-05,11,2015,5,GOOGL,758.81,760.67,766.35,757.47,2274314,medium
2015-11-05,11,2015,5,MSFT,54.49,54.38,54.7,54,31468485,medium
2015-11-05,11,2015,5,AMZN,647.1,655.65,657,643.09,4723825,medium
2015-11-06,11,2015,6,AAPL,121.11,121.06,121.81,120.62,33042283,medium
2015-11-06,11,2015,6,AMZN,655,659.37,662.26,652,4092165,medium
2015-11-06,11,2015,6,GOOGL,759.39,761.6,763.02,755.03,1677199,medium
2015-11-06,11,2015,6,FB,108.04,107.1,108.74,105.91,35084342,medium
2015-11-06,11,2015,6,MSFT,54.09,54.92,54.98,53.96,32851204,medium
2015-11-09,11,2015,9,GOOGL,758.52,754.77,763.3,749.11,1776861,medium
2015-11-09,11,2015,9,FB,107,106.49,108.25,105.86,26383540,medium
2015-11-09,11,2015,9,AAPL,120.96,120.57,121.81,120.05,33871405,medium
2015-11-09,11,2015,9,AMZN,658.65,655.49,661.96,647.85,4048823,medium
2015-11-09,11,2015,9,MSFT,54.55,54.16,54.87,53.56,32513067,medium
2015-11-10,11,2015,10,GOOGL,753.48,758.26,760.6,748.41,1489929,medium
2015-11-10,11,2015,10,AMZN,651.01,659.68,660,647.26,3489483,medium
2015-11-10,11,2015,10,MSFT,54.01,53.51,54.13,53.27,55283697,medium
2015-11-10,11,2015,10,FB,105.96,107.91,108.15,105.24,25031681,medium
2015-11-10,11,2015,10,AAPL,116.9,116.77,118.07,116.06,59127931,medium
2015-11-11,11,2015,11,FB,108.27,109.01,109.87,107.11,25057099,medium
2015-11-11,11,2015,11,MSFT,53.7,53.65,54.2,53.46,36516260,medium
2015-11-11,11,2015,11,GOOGL,762.38,765.25,769.08,759.75,2095922,medium
2015-11-11,11,2015,11,AMZN,663.25,673.25,675.96,663.25,5387309,medium
2015-11-11,11,2015,11,AAPL,116.37,116.11,117.42,115.21,45217971,medium
2015-11-12,11,2015,12,MSFT,53.48,53.32,53.98,53.19,35361095,medium
2015-11-12,11,2015,12,AMZN,673,665.6,675.64,664.22,4284678,medium
2015-11-12,11,2015,12,FB,108.48,108.02,109.39,108,20924674,medium
2015-11-12,11,2015,12,AAPL,116.26,115.72,116.82,115.65,32525579,medium
2015-11-12,11,2015,12,GOOGL,760.18,756.53,765.8,755.86,1772555,medium
2015-11-13,11,2015,13,GOOGL,754.04,740.07,755.33,739.47,2409363,medium
2015-11-13,11,2015,13,MSFT,53.07,52.84,53.29,52.53,36848175,medium
2015-11-13,11,2015,13,AMZN,663.57,642.35,667,640.45,6261076,medium
2015-11-13,11,2015,13,AAPL,115.2,112.34,115.57,112.27,45812403,medium
2015-11-13,11,2015,13,FB,107.71,103.95,108.25,103.83,30278403,medium
2015-11-16,11,2015,16,FB,103.32,104.04,104.17,100.47,49309167,medium
2015-11-16,11,2015,16,GOOGL,740.21,750.42,751.71,734.33,2535198,medium
2015-11-16,11,2015,16,AMZN,640.92,647.81,649.99,622.29,7435934,medium
2015-11-16,11,2015,16,MSFT,53.08,53.77,53.89,52.85,32165198,medium
2015-11-16,11,2015,16,AAPL,111.38,114.18,114.24,111,38106701,medium
2015-11-17,11,2015,17,MSFT,53.17,52.97,53.53,52.85,31551255,medium
2015-11-17,11,2015,17,AMZN,650.65,643.3,653.25,641,4320177,medium
2015-11-17,11,2015,17,FB,104.62,105.13,106.2,104.14,26807230,medium
2015-11-17,11,2015,17,AAPL,114.92,113.69,115.05,113.32,27616939,medium
2015-11-17,11,2015,17,GOOGL,752.47,745.98,754.95,744.05,1943156,medium
2015-11-18,11,2015,18,MSFT,53,53.85,53.98,52.98,29710030,medium
2015-11-18,11,2015,18,AMZN,646.51,663.54,664.88,646.37,4469769,medium
2015-11-18,11,2015,18,FB,105.8,107.77,107.88,105.39,23836526,medium
2015-11-18,11,2015,18,AAPL,115.76,117.29,117.49,115.5,46674697,medium
2015-11-18,11,2015,18,GOOGL,749.57,760.01,761.1,747.39,1813336,medium
2015-11-19,11,2015,19,AAPL,117.64,118.78,119.75,116.76,43295820,medium
2015-11-19,11,2015,19,AMZN,664.99,661.27,672.86,659,4705237,medium
2015-11-19,11,2015,19,FB,107.36,106.26,107.73,105.95,25520599,medium
2015-11-19,11,2015,19,GOOGL,759.78,759.94,763.23,757.23,1403913,medium
2015-11-19,11,2015,19,MSFT,53.99,53.94,54.66,53.78,28149228,medium
2015-11-20,11,2015,20,MSFT,54.25,54.19,54.3,53.27,37147608,medium
2015-11-20,11,2015,20,AAPL,119.2,119.3,119.92,118.85,34287096,medium
2015-11-20,11,2015,20,AMZN,667.94,668.45,668.87,657.57,3896135,medium
2015-11-20,11,2015,20,GOOGL,769.3,777,779.32,764.1,2773944,medium
2015-11-20,11,2015,20,FB,106.84,107.32,107.87,106.62,22129648,medium
2015-11-23,11,2015,23,AMZN,671.5,678.99,682.77,668.45,4385057,medium
2015-11-23,11,2015,23,MSFT,54.25,54.19,54.46,53.75,28235918,medium
2015-11-23,11,2015,23,FB,107.19,106.95,107.47,106.08,19897220,medium
2015-11-23,11,2015,23,GOOGL,777.47,776.7,782.9,773.51,1732400,medium
2015-11-23,11,2015,23,AAPL,119.27,117.75,119.73,117.34,32482528,medium
2015-11-24,11,2015,24,FB,106,105.74,106.49,104.39,23577293,medium
2015-11-24,11,2015,24,GOOGL,772.96,769.63,775.99,758.11,2394010,medium
2015-11-24,11,2015,24,AAPL,117.33,118.88,119.35,117.12,42803172,medium
2015-11-24,11,2015,24,AMZN,674.14,671.15,675.8,661.21,4543417,medium
2015-11-24,11,2015,24,MSFT,53.92,54.25,54.44,53.58,24600043,medium
2015-11-25,11,2015,25,AAPL,119.21,118.03,119.23,117.92,21388308,medium
2015-11-25,11,2015,25,GOOGL,771.69,769.26,773,766.53,1180643,medium
2015-11-25,11,2015,25,MSFT,54.09,53.69,54.23,53.69,21005147,medium
2015-11-25,11,2015,25,AMZN,675,675.34,679.7,671.24,2697889,medium
2015-11-25,11,2015,25,FB,106.33,105.41,106.6,105.1,15150785,medium
2015-11-27,11,2015,27,MSFT,53.8,53.93,54.08,53.79,9009132,low
2015-11-27,11,2015,27,AMZN,680.8,673.26,680.99,672.1,1966801,low
2015-11-27,11,2015,27,GOOGL,769.16,771.97,774,767,722320,low
2015-11-27,11,2015,27,FB,105.78,105.45,105.96,104.86,5913066,low
2015-11-27,11,2015,27,AAPL,118.29,117.81,118.41,117.6,13046445,low
2015-11-30,11,2015,30,AMZN,675.9,664.8,681.29,664.6,5693172,medium
2015-11-30,11,2015,30,GOOGL,771.87,762.85,775.03,761.12,1679349,medium
2015-11-30,11,2015,30,MSFT,54.54,54.35,54.96,54,56241417,medium
2015-11-30,11,2015,30,AAPL,117.99,118.3,119.41,117.75,39180322,medium
2015-11-30,11,2015,30,FB,105.84,104.24,106.1,103.75,20383179,medium
2015-12-01,12,2015,1,FB,104.83,107.12,107.15,104.5,22781868,medium
2015-12-01,12,2015,1,MSFT,54.41,55.22,55.23,54.3,39952779,medium
2015-12-01,12,2015,1,AAPL,118.75,117.34,118.81,116.86,34852374,medium
2015-12-01,12,2015,1,GOOGL,766.94,783.79,785,765.95,2019864,medium
2015-12-01,12,2015,1,AMZN,673.75,679.06,681,667.86,4751152,medium
2015-12-02,12,2015,2,GOOGL,785.25,777.85,793.05,776.43,2343841,medium
2015-12-02,12,2015,2,FB,107,106.07,107.92,105.79,24429063,medium
2015-12-02,12,2015,2,MSFT,55.32,55.21,55.96,55.06,47274879,medium
2015-12-02,12,2015,2,AAPL,117.05,116.28,118.11,116.08,33386563,medium
2015-12-02,12,2015,2,AMZN,681,676.01,684.82,674.25,4273526,medium
2015-12-03,12,2015,3,GOOGL,780.56,768.2,784.48,762.45,2097494,medium
2015-12-03,12,2015,3,FB,106.27,104.38,106.85,103.35,23236485,medium
2015-12-03,12,2015,3,AMZN,679.44,666.25,682.79,661.48,5064736,medium
2015-12-03,12,2015,3,MSFT,55.49,54.2,55.77,53.93,38627835,medium
2015-12-03,12,2015,3,AAPL,116.55,115.2,116.79,114.22,41569509,medium
2015-12-04,12,2015,4,MSFT,54.12,55.91,56.23,54.1,43963662,medium
2015-12-04,12,2015,4,AMZN,666,672.64,674.78,661.4,4534796,medium
2015-12-04,12,2015,4,AAPL,115.29,119.03,119.25,115.11,57776977,medium
2015-12-04,12,2015,4,GOOGL,769.71,779.21,782.42,765.51,2489998,medium
2015-12-04,12,2015,4,FB,104.81,106.18,107.73,104.11,21224721,medium
2015-12-07,12,2015,7,GOOGL,780.06,772.99,781,766.72,1831287,medium
2015-12-07,12,2015,7,AAPL,118.98,118.28,119.86,117.81,32084249,medium
2015-12-07,12,2015,7,MSFT,55.79,55.81,55.97,55.29,30709765,medium
2015-12-07,12,2015,7,FB,106.48,105.61,106.83,104.66,15474890,medium
2015-12-07,12,2015,7,AMZN,674.74,669.83,675.46,660.5,3732814,medium
2015-12-08,12,2015,8,AMZN,663.13,677.33,679.99,659.79,3651908,medium
2015-12-08,12,2015,8,MSFT,55.47,55.79,56.1,54.99,32878026,medium
2015-12-08,12,2015,8,AAPL,117.52,118.23,118.6,116.86,34309450,medium
