return_date,product_id,store_id,quantity
6/22/2020,612,6,8
6/22/2020,685,6,7
6/22/2020,699,3,7
6/22/2020,716,3,6
6/22/2020,801,17,7
6/22/2020,821,7,7
6/22/2020,902,6,6
6/22/2020,919,6,6
6/22/2020,1241,17,8
6/22/2020,1355,6,7
6/22/2020,1472,17,6
6/23/2020,182,13,7
6/23/2020,213,13,8
6/23/2020,265,13,6
6/23/2020,480,24,7
6/23/2020,962,13,8
6/23/2020,1410,16,7
6/27/2020,146,16,8
6/27/2020,404,16,6
6/27/2020,601,17,8
6/27/2020,668,16,6
6/27/2020,714,17,7
6/27/2020,902,17,7
6/27/2020,999,17,8
6/27/2020,1059,16,6
6/27/2020,1088,17,8
6/27/2020,1229,17,6
6/27/2020,1285,17,8
6/27/2020,1487,17,6
6/28/2020,58,15,6
6/28/2020,393,15,6
6/28/2020,544,15,6
6/28/2020,664,15,6
6/28/2020,1361,23,8
6/28/2020,1525,23,7
7/1/2020,19,6,8
7/1/2020,44,3,8
7/1/2020,1182,6,8
7/1/2020,1210,23,8
7/2/2020,70,16,7
7/2/2020,239,16,7
7/2/2020,431,16,6
7/2/2020,564,17,6
7/2/2020,1154,17,6
7/2/2020,1375,16,6
7/3/2020,465,15,7
7/3/2020,1075,13,7
7/3/2020,1114,13,8
7/3/2020,1286,13,8
7/4/2020,178,17,8
7/4/2020,477,16,6
7/4/2020,564,17,7
7/4/2020,658,17,6
7/4/2020,834,16,8
7/4/2020,896,16,7
7/4/2020,1272,16,6
7/4/2020,1293,16,7
7/5/2020,309,17,6
7/5/2020,336,23,7
7/5/2020,455,7,7
7/5/2020,568,7,6
7/5/2020,611,17,8
7/5/2020,982,7,7
7/5/2020,1234,17,6
7/5/2020,1342,17,8
7/5/2020,1362,17,7
7/5/2020,1448,17,8
7/5/2020,1520,7,8
7/6/2020,252,13,7
7/6/2020,312,15,6
7/6/2020,484,13,6
7/6/2020,484,13,6
7/6/2020,486,13,8
7/6/2020,780,13,7
7/6/2020,833,13,8
7/6/2020,1036,13,7
7/6/2020,1158,13,6
7/6/2020,1196,13,8
7/6/2020,1206,17,8
7/6/2020,1256,13,7
7/6/2020,1324,15,8
7/6/2020,1365,13,7
7/6/2020,1474,15,8
7/6/2020,1496,17,6
7/9/2020,59,3,8
7/9/2020,512,3,7
7/9/2020,929,3,7
7/9/2020,1025,3,8
7/10/2020,2,7,7
7/10/2020,166,7,7
7/10/2020,366,7,8
7/10/2020,384,7,8
7/10/2020,442,23,6
7/10/2020,962,23,8
7/10/2020,1309,7,6
7/10/2020,1458,7,8
7/11/2020,126,11,6
7/11/2020,368,11,7
7/11/2020,368,6,7
7/11/2020,371,6,6
7/11/2020,452,11,6
7/11/2020,707,24,8
7/11/2020,1039,11,7
7/11/2020,1097,6,6
7/11/2020,1289,24,6
7/11/2020,1420,24,6
7/11/2020,1439,11,8
7/12/2020,254,23,7
7/14/2020,8,24,7
7/14/2020,80,11,6
7/14/2020,103,7,6
7/14/2020,679,11,6
7/14/2020,701,11,8
7/14/2020,779,24,8
7/14/2020,827,7,8
7/14/2020,859,24,6
7/14/2020,950,7,7
7/14/2020,1100,7,8
7/14/2020,1212,11,8
7/14/2020,1284,7,6
7/14/2020,1491,11,6
7/16/2020,348,3,7
7/16/2020,517,3,6
7/16/2020,993,3,7
7/17/2020,509,24,8
7/17/2020,658,6,6
7/17/2020,663,24,6
7/17/2020,804,24,7
7/17/2020,938,24,7
7/17/2020,1241,24,8
7/20/2020,66,13,6
7/20/2020,307,13,8
7/20/2020,432,13,7
7/20/2020,451,13,7
7/20/2020,492,13,6
7/20/2020,584,13,8
7/20/2020,761,13,8
7/20/2020,830,13,8
7/20/2020,969,13,6
7/20/2020,1406,7,8
7/20/2020,1430,13,6
7/20/2020,1465,7,7
7/22/2020,122,24,6
7/22/2020,126,24,7
7/22/2020,146,24,8
7/22/2020,938,24,7
7/22/2020,1063,24,6
7/23/2020,67,7,7
7/23/2020,86,7,6
7/23/2020,88,15,7
7/23/2020,174,7,6
7/23/2020,377,15,7
7/23/2020,433,7,7
7/23/2020,467,11,7
7/23/2020,487,7,7
7/23/2020,571,23,8
7/23/2020,645,11,6
7/23/2020,663,11,8
7/23/2020,835,15,6
7/23/2020,871,23,8
7/23/2020,912,16,8
7/23/2020,945,16,6
7/23/2020,986,16,6
7/23/2020,1172,7,6
7/23/2020,1195,7,8
7/23/2020,1250,15,7
7/23/2020,1262,7,8
7/23/2020,1431,11,8
7/24/2020,153,11,8
7/24/2020,198,11,6
7/24/2020,356,16,6
7/24/2020,469,11,7
7/24/2020,510,16,7
7/24/2020,732,16,7
7/24/2020,969,11,6
7/24/2020,1309,16,6
7/24/2020,1486,16,6
7/26/2020,171,6,6
7/26/2020,1333,6,7
7/27/2020,27,17,8
7/27/2020,43,13,6
7/27/2020,112,17,7
7/27/2020,223,16,7
7/27/2020,229,17,8
7/27/2020,248,13,6
7/27/2020,419,13,8
7/27/2020,435,16,8
7/27/2020,468,17,6
7/27/2020,477,13,7
7/27/2020,483,15,8
7/27/2020,573,13,8
7/27/2020,644,13,6
7/27/2020,656,13,7
7/27/2020,715,15,8
7/27/2020,786,13,7
7/27/2020,915,13,7
7/27/2020,996,16,7
7/27/2020,1016,17,6
7/27/2020,1086,17,6
7/27/2020,1125,13,8
7/27/2020,1128,13,8
7/27/2020,1148,15,8
7/27/2020,1170,13,7
7/27/2020,1175,13,6
7/27/2020,1201,17,8
7/27/2020,1219,17,7
7/27/2020,1231,15,8
7/27/2020,1305,13,6
7/27/2020,1396,16,8
7/27/2020,1529,15,8
7/28/2020,61,13,6
7/28/2020,203,3,6
7/28/2020,291,3,6
7/28/2020,504,3,6
7/28/2020,535,3,6
7/28/2020,632,6,7
7/28/2020,782,6,7
7/28/2020,1044,6,6
7/28/2020,1446,3,8
7/28/2020,1453,13,7
7/28/2020,1478,3,8
7/29/2020,143,3,7
7/29/2020,343,3,6
7/29/2020,448,11,6
7/29/2020,669,3,6
7/29/2020,790,11,7
7/29/2020,950,11,8
7/29/2020,998,3,6
8/1/2020,412,7,6
8/1/2020,687,7,8
8/1/2020,992,7,8
8/1/2020,1314,7,6
8/2/2020,139,24,8
8/2/2020,324,24,7
8/2/2020,471,24,8
8/2/2020,527,24,7
8/2/2020,557,24,8
8/2/2020,706,24,6
8/2/2020,1265,24,7
8/2/2020,1550,24,6
8/3/2020,406,16,7
8/3/2020,553,16,8
8/3/2020,854,16,8
8/3/2020,1166,16,8
8/3/2020,1177,16,8
8/3/2020,1343,16,6
8/3/2020,1357,16,7
8/4/2020,29,13,8
8/4/2020,105,17,8
8/4/2020,180,17,6
8/4/2020,240,13,6
8/4/2020,261,17,7
8/4/2020,269,7,8
8/4/2020,271,17,6
8/4/2020,424,7,8
8/4/2020,616,13,6
8/4/2020,837,7,7
8/4/2020,999,13,7
8/4/2020,1053,7,8
8/4/2020,1199,13,8
8/4/2020,1324,7,7
8/4/2020,1330,13,6
8/4/2020,1426,13,8
8/4/2020,1435,13,6
8/5/2020,592,6,6
8/5/2020,874,6,6
8/5/2020,1533,6,7
8/6/2020,24,13,8
8/6/2020,62,13,8
8/6/2020,79,13,8
8/6/2020,250,13,8
8/6/2020,1108,13,7
8/6/2020,1145,13,7
8/6/2020,1550,13,7
8/7/2020,40,7,8
8/7/2020,145,7,6
8/7/2020,149,11,6
8/7/2020,233,16,6
8/7/2020,345,16,7
8/7/2020,449,16,7
8/7/2020,593,7,8
8/7/2020,810,16,8
8/7/2020,1185,7,6
8/7/2020,1289,11,6
8/8/2020,715,13,8
8/8/2020,865,13,7
8/8/2020,1178,13,6
8/11/2020,427,15,7
8/11/2020,777,23,8
8/11/2020,854,15,8
8/11/2020,1116,15,7
8/11/2020,1180,15,7
8/11/2020,1249,23,6
8/11/2020,1432,23,7
8/12/2020,82,3,8
8/12/2020,299,6,6
8/12/2020,400,15,8
8/12/2020,1175,6,6
8/12/2020,1261,6,6
8/12/2020,1376,15,7
8/13/2020,199,3,7
8/13/2020,279,3,8
8/13/2020,284,3,8
8/13/2020,342,16,8
8/13/2020,526,16,8
8/13/2020,572,3,7
8/13/2020,770,11,6
8/13/2020,1339,3,6
8/13/2020,1429,3,6
8/14/2020,558,11,8
8/14/2020,579,17,8
8/14/2020,1230,17,6
8/14/2020,1374,11,6
8/15/2020,58,17,7
8/15/2020,123,7,6
8/15/2020,294,17,8
8/15/2020,357,17,8
8/15/2020,437,17,6
8/15/2020,514,17,8
8/15/2020,610,7,7
8/15/2020,684,7,6
8/15/2020,823,17,6
8/15/2020,958,7,7
8/15/2020,1022,17,6
8/15/2020,1096,17,8
8/15/2020,1285,17,8
8/15/2020,1379,7,7
8/15/2020,1431,7,6
8/16/2020,113,16,6
8/16/2020,905,16,8
8/16/2020,961,16,7
8/16/2020,1073,24,7
8/17/2020,130,6,8
8/17/2020,868,15,7
8/17/2020,953,6,7
8/18/2020,163,15,8
8/18/2020,313,15,8
8/18/2020,382,3,7
8/19/2020,322,3,7
8/19/2020,1096,3,7
8/19/2020,1123,3,8
8/19/2020,1155,3,7
8/19/2020,1178,3,8
8/21/2020,475,24,8
8/21/2020,516,24,6
8/21/2020,680,24,7
8/21/2020,836,24,6
8/21/2020,1287,24,6
8/21/2020,1298,24,6
8/22/2020,76,17,7
8/22/2020,376,17,8
8/22/2020,611,17,8
8/22/2020,872,11,6
8/22/2020,975,17,7
8/22/2020,1005,11,7
8/22/2020,1231,17,7
8/22/2020,1357,17,7
8/22/2020,1479,17,6
8/23/2020,119,24,8
8/23/2020,287,11,7
8/23/2020,427,24,8
8/23/2020,549,24,6
8/23/2020,575,24,6
8/23/2020,794,24,7
8/23/2020,915,24,8
8/23/2020,1266,11,6
8/23/2020,1272,11,8
8/23/2020,1407,11,7
8/23/2020,1461,24,6
8/24/2020,50,16,8
8/24/2020,413,16,7
8/24/2020,1256,16,8
8/24/2020,1429,16,7
8/25/2020,182,24,6
8/25/2020,231,24,7
8/25/2020,648,24,6
8/25/2020,715,24,8
8/25/2020,1036,24,6
8/25/2020,1463,24,6
8/25/2020,1475,24,8
8/26/2020,22,17,8
8/26/2020,49,23,6
8/26/2020,57,23,8
8/26/2020,79,23,7
8/26/2020,399,17,7
8/26/2020,641,17,7
8/26/2020,645,6,7
8/26/2020,734,23,7
8/26/2020,798,6,7
8/26/2020,860,17,7
8/26/2020,1301,17,8
8/26/2020,1376,17,7
8/27/2020,469,13,8
8/28/2020,29,15,8
8/28/2020,258,15,8
8/28/2020,850,15,6
8/28/2020,1158,15,7
8/28/2020,1522,6,7
8/29/2020,1251,3,6
8/29/2020,1417,3,6
8/29/2020,1519,3,6
8/30/2020,1050,7,6
8/30/2020,1389,7,7
9/1/2020,521,13,8
9/1/2020,1132,13,8
9/2/2020,132,15,7
9/2/2020,381,3,6
9/2/2020,468,3,7
9/2/2020,517,15,8
9/2/2020,541,3,8
9/2/2020,1210,11,8
9/2/2020,1395,16,7
9/2/2020,1400,15,6
9/2/2020,1450,11,8
9/2/2020,1519,11,7
9/2/2020,1519,16,6
9/3/2020,428,6,8
9/3/2020,812,6,7
9/3/2020,1417,6,6
9/4/2020,320,23,7
9/4/2020,603,23,8
9/4/2020,1232,15,8
9/4/2020,1416,15,7
9/5/2020,74,7,8
9/5/2020,286,7,8
9/5/2020,903,7,6
9/6/2020,10,7,6
9/6/2020,205,24,7
9/6/2020,689,24,6
9/6/2020,1008,24,7
9/6/2020,1061,7,6
9/6/2020,1151,7,6
9/6/2020,1423,7,7
9/6/2020,1432,24,6
9/7/2020,264,11,8
9/7/2020,585,24,7
9/7/2020,767,24,7
9/7/2020,774,11,6
9/7/2020,1422,11,6
9/7/2020,1437,11,8
9/8/2020,69,6,7
9/8/2020,125,15,7
9/8/2020,240,15,8
9/8/2020,298,6,8
9/8/2020,334,15,7
9/8/2020,574,6,6
9/8/2020,595,11,8
9/8/2020,616,6,8
9/8/2020,770,6,7
9/8/2020,832,11,7
9/8/2020,861,6,8
9/8/2020,1019,7,8
9/8/2020,1106,7,6
9/8/2020,1202,7,8
9/8/2020,1346,7,6
9/8/2020,1389,11,6
9/8/2020,1451,6,8
9/8/2020,1494,15,7
9/8/2020,1540,11,8
9/9/2020,87,7,6
9/9/2020,432,7,7
9/9/2020,1039,7,6
9/10/2020,176,13,7
9/10/2020,335,13,8
9/10/2020,653,11,8
9/10/2020,754,13,7
9/10/2020,863,11,7
9/10/2020,944,13,6
9/10/2020,953,11,6
9/10/2020,988,13,6
9/10/2020,1064,11,7
9/10/2020,1224,13,8
9/10/2020,1392,13,7
9/11/2020,618,13,7
9/11/2020,845,13,8
9/11/2020,879,23,6
9/11/2020,1461,23,8
9/12/2020,177,3,8
9/12/2020,886,3,6
9/12/2020,910,23,6
9/12/2020,992,3,7
9/13/2020,898,24,7
9/13/2020,919,24,6
9/13/2020,1488,24,6
9/14/2020,258,17,7
9/14/2020,259,17,6
9/14/2020,407,17,6
9/14/2020,464,3,7
9/14/2020,630,3,8
9/14/2020,862,17,7
9/14/2020,1471,3,6
9/15/2020,26,24,7
9/15/2020,1204,24,7
9/15/2020,1511,24,7
9/16/2020,790,23,8
9/17/2020,10,13,6
9/17/2020,428,6,6
9/17/2020,854,13,8
9/17/2020,924,6,8
9/17/2020,1213,13,6
9/17/2020,1218,6,6
9/17/2020,1477,6,7
9/18/2020,4,15,8
9/18/2020,28,13,6
9/18/2020,159,13,8
9/18/2020,374,13,6
9/18/2020,570,15,8
9/18/2020,577,15,7
9/18/2020,598,15,8
9/18/2020,821,6,6
9/18/2020,1068,13,6
9/18/2020,1118,15,6
9/18/2020,1214,13,8
9/18/2020,1452,13,8
9/18/2020,1546,13,7
9/19/2020,1264,7,6
9/20/2020,123,17,6
9/20/2020,325,16,8
9/20/2020,325,3,8
9/20/2020,336,3,7
9/20/2020,675,17,7
9/20/2020,772,16,7
9/20/2020,832,3,6
9/20/2020,893,16,8
9/20/2020,954,23,6
9/20/2020,1011,16,6
9/20/2020,1043,23,6
9/20/2020,1174,16,8
9/20/2020,1208,3,7
9/20/2020,1211,17,8
9/20/2020,1321,16,7
9/20/2020,1425,3,8
9/21/2020,42,17,8
9/21/2020,45,17,8
9/21/2020,457,17,6
9/21/2020,486,17,8
9/21/2020,623,17,8
9/21/2020,985,17,8
9/21/2020,1098,17,8
9/21/2020,1178,17,6
9/21/2020,1211,17,8
9/21/2020,1365,17,8
9/21/2020,1413,17,6
9/22/2020,17,17,7
9/22/2020,466,17,6
9/22/2020,668,17,8
9/22/2020,755,17,8
9/22/2020,1407,17,7
9/23/2020,45,24,8
9/23/2020,164,17,7
9/23/2020,289,17,7
9/23/2020,343,16,6
9/23/2020,450,17,8
9/23/2020,463,17,6
9/23/2020,471,3,7
9/23/2020,502,17,8
9/23/2020,753,3,7
9/23/2020,789,17,6
9/23/2020,859,16,8
9/23/2020,874,24,7
9/23/2020,926,17,8
9/23/2020,1206,17,7
9/23/2020,1302,17,6
9/23/2020,1418,17,8
9/23/2020,1450,17,6
9/23/2020,1525,16,7
9/27/2020,261,16,7
9/27/2020,267,15,6
9/27/2020,453,16,6
9/27/2020,552,15,7
9/27/2020,664,15,8
9/27/2020,714,11,7
9/27/2020,779,16,7
9/27/2020,907,16,6
9/27/2020,947,15,6
9/27/2020,995,15,7
9/27/2020,1241,15,6
9/27/2020,1454,15,6
9/29/2020,370,16,6
9/29/2020,666,16,8
9/29/2020,1446,16,7
10/2/2020,40,13,7
10/2/2020,125,24,8
10/2/2020,529,13,6
10/2/2020,629,13,8
10/2/2020,768,13,8
10/2/2020,964,13,6
10/2/2020,1118,13,6
10/2/2020,1266,13,6
10/2/2020,1432,13,6
10/3/2020,265,15,6
10/3/2020,458,15,8
10/3/2020,688,15,8
10/3/2020,1342,15,7
10/3/2020,1396,15,7
10/3/2020,1472,15,7
10/4/2020,125,23,6
10/4/2020,139,24,6
10/4/2020,180,24,7
10/4/2020,336,24,8
10/4/2020,563,24,7
10/5/2020,188,13,8
10/6/2020,774,17,7
10/6/2020,1031,17,7
10/6/2020,1057,17,8
10/7/2020,195,23,7
10/7/2020,356,3,7
10/7/2020,384,23,6
10/7/2020,386,23,7
10/7/2020,472,6,7
10/7/2020,579,3,8
10/7/2020,595,23,7
10/7/2020,710,6,7
10/7/2020,1187,23,8
10/7/2020,1431,3,6
10/8/2020,629,23,6
10/8/2020,911,23,8
10/9/2020,127,7,7
10/9/2020,357,7,6
10/9/2020,678,7,8
10/9/2020,906,7,6
10/9/2020,1354,7,7
10/10/2020,322,17,7
10/10/2020,332,17,6
10/10/2020,405,11,8
10/10/2020,566,17,7
10/10/2020,581,17,8
10/10/2020,632,17,8
10/10/2020,709,17,8
10/10/2020,727,11,6
10/10/2020,735,11,8
10/10/2020,845,17,8
10/10/2020,882,17,6
10/10/2020,959,17,8
10/10/2020,1226,17,7
10/10/2020,1337,17,7
10/10/2020,1377,11,8
10/10/2020,1406,11,7
10/10/2020,1497,11,6
10/10/2020,1503,17,7
10/12/2020,561,3,8
10/12/2020,1392,3,7
10/13/2020,258,11,7
10/13/2020,455,11,7
10/13/2020,844,11,7
10/13/2020,1353,11,6
10/13/2020,1377,11,7
10/13/2020,1515,11,7
10/13/2020,1523,11,7
10/14/2020,3,17,7
10/14/2020,8,17,8
10/14/2020,490,17,6
10/14/2020,552,17,7
10/14/2020,572,17,7
10/14/2020,613,16,7
10/14/2020,636,17,1
10/14/2020,678,16,1
10/14/2020,776,17,1
10/14/2020,1098,16,1
10/14/2020,1129,17,1
10/14/2020,1140,17,1
10/14/2020,1292,17,1
10/14/2020,1398,17,1
10/14/2020,1514,17,1
10/15/2020,36,15,1
10/15/2020,351,13,1
10/15/2020,396,15,1
10/15/2020,404,11,1
10/15/2020,490,11,2
10/15/2020,536,11,2
10/15/2020,777,13,1
10/15/2020,802,11,2
10/15/2020,919,15,2
10/15/2020,952,16,1
10/15/2020,954,16,1
10/15/2020,1154,15,1
10/15/2020,1237,15,2
10/15/2020,1418,11,1
10/15/2020,1484,13,1
10/15/2020,1490,6,1
10/15/2020,1539,6,1
10/16/2020,115,11,1
10/16/2020,255,15,1
10/16/2020,330,13,1
10/16/2020,477,13,1
10/16/2020,610,11,2
10/16/2020,675,15,1
10/16/2020,785,3,1
10/16/2020,809,11,2
10/16/2020,938,23,1
10/16/2020,1012,11,1
10/16/2020,1068,11,1
10/16/2020,1142,13,1
10/16/2020,1412,13,1
10/17/2020,236,16,1
10/18/2020,938,11,1
10/18/2020,985,11,2
10/19/2020,163,7,1
10/19/2020,416,7,2
10/19/2020,444,24,1
10/19/2020,503,6,1
10/19/2020,549,7,1
10/19/2020,581,24,1
10/19/2020,621,24,1
10/19/2020,836,6,2
10/19/2020,859,7,1
10/19/2020,957,24,2
10/19/2020,1021,24,1
10/19/2020,1144,24,1
10/19/2020,1149,7,2
10/19/2020,1204,7,1
10/19/2020,1403,24,1
10/19/2020,1424,24,1
10/19/2020,1439,24,1
10/19/2020,1461,7,2
10/20/2020,96,7,1
10/20/2020,242,7,1
10/20/2020,245,7,1
10/20/2020,408,7,1
10/20/2020,559,7,1
10/20/2020,787,7,1
10/20/2020,1148,7,1
10/21/2020,180,13,1
10/21/2020,562,17,1
10/21/2020,617,17,1
10/21/2020,887,17,1
10/21/2020,908,17,1
10/21/2020,1019,17,1
10/21/2020,1099,13,1
10/21/2020,1117,13,1
10/21/2020,1410,13,1
10/22/2020,59,7,1
10/22/2020,62,24,1
10/22/2020,234,7,1
10/22/2020,311,7,1
10/22/2020,325,7,1
10/22/2020,364,7,2
10/22/2020,387,3,1
10/22/2020,469,24,1
10/22/2020,476,24,1
10/22/2020,613,15,1
10/22/2020,631,15,1
10/22/2020,644,15,2
10/22/2020,687,3,1
10/22/2020,782,16,2
10/22/2020,797,3,1
10/22/2020,904,24,2
10/22/2020,918,7,1
10/22/2020,929,7,2
10/22/2020,1004,15,1
10/23/2020,66,23,2
10/23/2020,224,23,1
10/23/2020,300,16,1
10/23/2020,755,16,1
10/23/2020,1009,23,1
10/23/2020,1223,23,1
10/24/2020,11,6,1
10/24/2020,123,6,2
10/24/2020,369,6,1
10/24/2020,437,6,1
10/24/2020,457,6,2
10/24/2020,908,6,1
10/24/2020,1512,6,1
10/26/2020,54,17,1
10/26/2020,739,17,1
10/27/2020,554,3,1
10/27/2020,820,15,1
10/27/2020,1014,3,1
10/27/2020,1253,6,2
10/27/2020,1487,3,2
11/1/2020,444,7,1
11/1/2020,939,7,1
11/1/2020,1392,7,1
11/1/2020,1447,7,1
11/2/2020,22,7,1
11/2/2020,126,15,1
11/2/2020,470,7,1
11/2/2020,495,7,2
11/2/2020,608,15,1
11/2/2020,869,7,1
11/2/2020,982,15,1
11/2/2020,993,15,1
11/2/2020,1194,7,1
11/2/2020,1230,15,1
11/2/2020,1232,15,1
11/2/2020,1330,15,1
11/3/2020,37,17,1
11/3/2020,242,17,1
11/3/2020,792,17,1
11/3/2020,993,17,1
11/3/2020,1136,17,1
11/3/2020,1197,17,1
11/3/2020,1418,17,1
11/4/2020,18,15,1
11/4/2020,169,13,1
11/4/2020,184,13,1
11/4/2020,305,13,1
11/4/2020,485,13,1
11/4/2020,900,15,1
11/4/2020,1143,13,1
11/6/2020,390,3,2
11/6/2020,1086,3,1
11/6/2020,1236,3,1
11/7/2020,6,6,1
11/7/2020,198,3,1
11/7/2020,591,3,1
11/7/2020,623,7,1
11/7/2020,679,3,1
11/7/2020,849,6,1
11/7/2020,941,3,1
11/7/2020,1040,6,1
11/7/2020,1167,6,1
11/7/2020,1273,6,1
11/7/2020,1501,7,1
11/8/2020,249,7,1
11/8/2020,380,24,1
11/8/2020,825,7,1
11/8/2020,1018,24,1
11/8/2020,1064,7,1
11/8/2020,1142,24,1
11/8/2020,1171,7,1
11/8/2020,1337,24,2
11/9/2020,660,24,1
11/9/2020,1139,23,2
11/9/2020,1428,24,1
11/10/2020,165,17,1
11/10/2020,165,6,1
11/10/2020,403,6,1
11/10/2020,451,6,1
11/10/2020,583,17,1
11/10/2020,626,17,1
11/10/2020,672,17,1
11/10/2020,693,17,1
11/10/2020,809,17,1
11/10/2020,1113,17,1
11/10/2020,1423,6,1
11/10/2020,1464,6,1
11/10/2020,1556,6,2
11/11/2020,120,3,1
11/11/2020,177,3,1
11/11/2020,409,3,1
11/11/2020,435,3,1
11/11/2020,558,3,1
11/11/2020,643,3,1
11/11/2020,1121,3,1
11/11/2020,1290,3,1
11/11/2020,1357,3,1
11/13/2020,237,7,2
11/13/2020,297,15,1
11/13/2020,442,15,1
11/13/2020,521,7,1
11/13/2020,738,15,1
11/13/2020,1089,7,1
11/13/2020,1113,7,1
11/13/2020,1187,15,1
11/13/2020,1264,15,1
11/13/2020,1342,7,1
11/13/2020,1460,15,1
11/14/2020,284,24,2
11/14/2020,398,24,1
11/14/2020,404,24,1
11/14/2020,848,24,1
11/14/2020,1537,24,1
11/15/2020,90,24,1
11/15/2020,202,16,1
11/15/2020,261,3,1
11/15/2020,351,3,1
11/15/2020,544,3,1
11/15/2020,694,3,1
11/15/2020,800,11,2
11/15/2020,880,3,1
11/15/2020,1089,16,1
11/15/2020,1196,16,2
11/15/2020,1339,11,1
11/15/2020,1360,16,2
11/15/2020,1464,16,1
11/16/2020,128,13,1
11/16/2020,695,11,1
11/16/2020,1004,13,1
11/16/2020,1193,11,1
11/16/2020,1482,11,1
11/16/2020,1495,23,1
11/16/2020,1555,13,1
11/17/2020,16,15,2
11/17/2020,536,15,1
11/17/2020,710,15,1
11/17/2020,774,15,1
11/17/2020,937,15,1
11/17/2020,1278,15,2
11/17/2020,1456,15,1
11/18/2020,350,6,1
11/18/2020,577,13,2
11/18/2020,649,13,1
11/18/2020,836,13,1
11/18/2020,1167,13,1
11/18/2020,1207,13,1
11/18/2020,1268,13,2
11/18/2020,1401,6,2
11/19/2020,1156,23,1
11/21/2020,36,6,1
11/21/2020,172,17,1
11/21/2020,328,16,1
11/21/2020,394,6,2
11/21/2020,470,16,1
11/21/2020,553,6,2
11/21/2020,688,16,1
11/21/2020,713,6,1
11/21/2020,743,16,1
11/21/2020,778,23,1
11/21/2020,913,16,1
11/21/2020,944,16,1
11/21/2020,1177,17,2
11/21/2020,1233,6,2
11/21/2020,1320,16,1
11/21/2020,1362,16,1
11/21/2020,1386,16,1
11/21/2020,1386,17,1
11/21/2020,1402,16,1
11/21/2020,1454,23,2
11/22/2020,22,17,1
11/22/2020,337,16,1
11/22/2020,353,16,1
11/22/2020,357,17,1
11/22/2020,485,16,2
11/22/2020,514,16,1
11/22/2020,615,16,1
11/22/2020,860,16,1
11/22/2020,1073,17,2
11/22/2020,1087,17,1
11/22/2020,1210,17,1
11/22/2020,1401,16,1
11/24/2020,124,16,1
11/24/2020,582,16,1
11/24/2020,1072,16,1
11/25/2020,101,24,1
11/25/2020,228,16,1
11/25/2020,321,16,1
11/25/2020,334,13,1
11/25/2020,552,24,1
11/25/2020,560,16,1
11/25/2020,897,13,1
11/25/2020,970,24,1
11/25/2020,1080,24,2
11/25/2020,1252,13,1
11/25/2020,1313,24,1
11/25/2020,1332,13,1
11/25/2020,1343,13,1
11/25/2020,1483,13,1
11/25/2020,1500,13,1
11/26/2020,7,6,1
11/26/2020,32,11,1
11/26/2020,107,11,1
11/26/2020,296,6,1
11/26/2020,465,6,1
11/26/2020,709,6,1
11/26/2020,948,11,1
11/26/2020,995,6,1
11/26/2020,1454,11,1
11/27/2020,194,15,1
11/27/2020,337,15,1
11/27/2020,354,11,1
11/27/2020,543,11,1
11/27/2020,1275,15,1
11/27/2020,1497,11,1
11/27/2020,1500,15,1
11/28/2020,64,11,1
11/28/2020,74,3,1
11/28/2020,127,17,1
11/28/2020,533,11,1
11/28/2020,591,3,1
11/28/2020,840,3,1
11/28/2020,917,17,1
11/28/2020,1093,17,1
11/28/2020,1158,11,1
11/28/2020,1166,11,1
11/28/2020,1348,3,2
11/28/2020,1417,3,1
11/28/2020,1447,17,1
11/30/2020,546,13,1
11/30/2020,562,13,2
11/30/2020,953,13,1
11/30/2020,1270,13,2
11/30/2020,1397,13,1
11/30/2020,1549,13,1
12/1/2020,152,6,1
12/1/2020,169,6,2
12/1/2020,958,6,1
12/1/2020,1208,6,1
12/1/2020,1263,6,1
12/1/2020,1268,6,1
12/1/2020,1299,6,1
12/1/2020,1435,6,1
12/1/2020,1484,6,1
12/2/2020,269,7,2
12/2/2020,1084,7,1
12/2/2020,1431,7,1
12/3/2020,359,15,2
12/3/2020,538,23,1
12/3/2020,936,15,1
12/3/2020,1338,15,1
12/3/2020,1416,15,1
12/3/2020,1443,15,2
12/3/2020,1475,15,1
12/4/2020,22,7,1
12/4/2020,495,11,2
12/4/2020,576,7,1
12/4/2020,665,7,1
12/4/2020,899,7,1
12/4/2020,1139,11,1
12/4/2020,1369,7,1
12/4/2020,1519,11,1
12/4/2020,1544,11,1
12/5/2020,16,16,1
12/5/2020,40,23,1
12/5/2020,121,15,1
12/5/2020,561,16,1
12/5/2020,765,15,1
12/5/2020,919,16,2
12/5/2020,1064,16,1
12/5/2020,1201,16,1
12/5/2020,1534,15,1
12/6/2020,92,15,1
12/6/2020,195,15,1
12/6/2020,211,15,1
12/6/2020,361,15,2
12/6/2020,371,15,1
12/6/2020,1128,15,1
12/7/2020,11,17,2
12/7/2020,504,24,1
12/7/2020,540,17,1
12/7/2020,791,24,1
12/7/2020,947,17,1
12/7/2020,1140,17,1
12/7/2020,1260,17,1
12/7/2020,1261,17,1
12/7/2020,1350,17,1
12/7/2020,1442,17,1
12/8/2020,536,16,1
12/8/2020,1510,16,1
12/9/2020,460,3,1
12/9/2020,521,3,2
12/9/2020,862,3,2
12/9/2020,1388,3,1
12/10/2020,214,7,1
12/10/2020,769,7,1
12/10/2020,1179,7,2
